tariff,sex,premium,probability,age,smooth,raw,Exposure
Sonstige,(all),lfd,sx,16,NA,0.022447481304119006,66160.73854433237
Sonstige,(all),lfd,sx,17,NA,0.023706151753350918,50103.138423904864
Sonstige,(all),lfd,sx,18,NA,0.02420051924848287,36208.606134276684
Sonstige,(all),lfd,sx,19,NA,0.025786384529031866,26604.708023483367
Sonstige,(all),lfd,sx,20,NA,0.031354452737445186,18302.350286015353
Sonstige,(all),lfd,sx,21,NA,0.040691937484576675,12109.671059762155
Sonstige,(all),lfd,sx,22,NA,0.034219606915126224,10943.46775553214
Sonstige,(all),lfd,sx,23,NA,0.026525114301359207,10564.834163781425
Sonstige,(all),lfd,sx,24,NA,0.020173784295567505,11825.696929098298
Sonstige,(all),lfd,sx,25,NA,0.01932206970177912,9328.280791810928
Sonstige,(all),lfd,sx,26,NA,0.020496583114620995,6712.118146921572
Sonstige,(all),lfd,sx,27,NA,0.028420808126039178,6971.783064880325
Sonstige,(all),lfd,sx,28,NA,0.014515900346762622,6565.43752069848
Sonstige,(all),lfd,sx,29,NA,0.010641288430363022,5141.047057052537
Sonstige,(all),lfd,sx,30,NA,0.010771423491455124,3047.161922324251
Sonstige,(all),lfd,sx,31,NA,0.009615406616187832,2690.993813036279
Sonstige,(all),lfd,sx,32,NA,0.006787904572249192,2936.417379196146
Sonstige,(all),lfd,sx,33,NA,0.006170112605205215,3231.431928345627
Sonstige,(all),lfd,sx,34,NA,0.0026169958774337485,3434.557767574891
Sonstige,(all),lfd,sx,35,NA,0.00726424814858886,3429.0123889808824
Sonstige,(all),lfd,sx,36,NA,0.008191532638777829,3161.009205178383
Sonstige,(all),lfd,sx,37,NA,0.004275175457845691,2800.902340809875
Sonstige,(all),lfd,sx,38,NA,0.0053776049266405805,2225.4766822218876
Sonstige,(all),lfd,sx,39,NA,0.0027109680803046043,1473.4876787595965
Sonstige,(all),lfd,sx,40,NA,0.002300157938061279,868.50550955893425
Sonstige,(all),prfrei,qx,0,0.0020442749267219184,0,982.0698253800994
Sonstige,(all),prfrei,qx,1,0.0019149590928431064,0,1777.570721059762
Sonstige,(all),prfrei,qx,2,0.0017938234624551316,0,1886.9615384615386
Sonstige,(all),prfrei,qx,3,0.0016803505758847077,0,1999.969945807617
Sonstige,(all),prfrei,qx,4,0.001574055706692352,0,2100.277246725877
Sonstige,(all),prfrei,qx,5,0.0014744847910480466,0,2263.2781273521
Sonstige,(all),prfrei,qx,6,0.00138121248808954,0,2232.560206232124
Sonstige,(all),prfrei,qx,7,0.0012938403629776196,0,2218.2559461086857
Sonstige,(all),prfrei,qx,8,0.0012119951848868786,0,2101.6039289477644
Sonstige,(all),prfrei,qx,9,0.0011353273326614275,0,2049.4127803703145
Sonstige,(all),prfrei,qx,10,0.001063509301324917,0,1824.7463194339907
Sonstige,(all),prfrei,qx,11,9.96234303065098e-4,0,1762.4173716694265
Sonstige,(all),prfrei,qx,12,9.332149567166638e-4,0,1686.3422625319886
Sonstige,(all),prfrei,qx,13,8.741820601442096e-4,0,1664.757082643384
Sonstige,(all),prfrei,qx,14,8.188834402812514e-4,0,1526.347290380852
Sonstige,(all),prfrei,qx,15,7.670828759129627e-4,0,1502.157504139696
Sonstige,(all),prfrei,qx,16,7.185590886010342e-4,6.714369212529975e-4,1488.843180791811
Sonstige,(all),prfrei,qx,17,6.731047974401663e-4,0,1485.4427818756585
Sonstige,(all),prfrei,qx,18,6.303490627872771e-4,6.299699961023511e-4,1586.877186512118
Sonstige,(all),prfrei,qx,19,5.899782344934114e-4,0.0010483517444354851,1906.7566385669124
Sonstige,(all),prfrei,qx,20,5.517272020912385e-4,3.963745387708179e-4,2522.3663856691255
Sonstige,(all),prfrei,qx,21,5.169460665215873e-4,0,3326.4400346229113
Sonstige,(all),prfrei,qx,22,4.855026051490276e-4,9.265179234634269e-4,4315.239741080837
Sonstige,(all),prfrei,qx,23,4.5725287510175376e-4,1.8485139274651232e-4,5409.2509634201415
Sonstige,(all),prfrei,qx,24,4.354073246512402e-4,4.539386003501056e-4,6607.323302724672
Sonstige,(all),prfrei,qx,25,4.169247668311146e-4,9.240318320411576e-4,7571.996597922625
Sonstige,(all),prfrei,qx,26,3.9959743664930115e-4,0,8412.112373927443
Sonstige,(all),prfrei,qx,27,3.8800534070702327e-4,4.3614807489435534e-4,9169.197192533495
Sonstige,(all),prfrei,qx,28,3.8632223028497835e-4,1.0097409786692591e-4,9903.029926238145
Sonstige,(all),prfrei,qx,29,4.004044392030395e-4,5.753766140236642e-4,10424.952498870993
Sonstige,(all),prfrei,qx,30,4.2267063462244855e-4,4.488023736696107e-4,11138.261041698028
Sonstige,(all),prfrei,qx,31,4.4929719622407006e-4,4.158625796022045e-4,12020.702483817553
Sonstige,(all),prfrei,qx,32,4.7640239967187617e-4,5.510755355246368e-4,12698.932876712328
Sonstige,(all),prfrei,qx,33,4.978310927051857e-4,6.781618597416652e-4,13266.668041547493
Sonstige,(all),prfrei,qx,34,5.091513628526297e-4,4.2610926389255303e-4,14077.895461387927
Sonstige,(all),prfrei,qx,35,5.119209256221152e-4,8.81076553220219e-4,14748.17705103116
Sonstige,(all),prfrei,qx,36,5.047329297493357e-4,3.8641782958739873e-4,15524.23384013247
Sonstige,(all),prfrei,qx,37,4.977270560745698e-4,4.8226310328039956e-4,16584.455441818456
Sonstige,(all),prfrei,qx,38,4.949478853463899e-4,5.109577009999609e-4,17609.482492849616
Sonstige,(all),prfrei,qx,39,4.996925574196514e-4,3.792632597369448e-4,18453.336564805057
Sonstige,(all),prfrei,qx,40,5.164568350755226e-4,4.5878053209399413e-4,19612.72298660244
Sonstige,(all),prfrei,qx,41,5.432868411980608e-4,7.208959664471859e-4,20799.9405991269
Sonstige,(all),prfrei,qx,42,5.745978215547617e-4,8.727659670719231e-4,21760.36811681469
Sonstige,(all),prfrei,qx,43,6.134915417340284e-4,2.588827016914052e-4,23173.519561944904
Sonstige,(all),prfrei,qx,44,6.809282935033278e-4,9.825042308630875e-4,24415.375726328464
Sonstige,(all),prfrei,qx,45,7.65369160744516e-4,7.164538352223208e-4,25114.74017010387
Sonstige,(all),prfrei,qx,46,8.70042638239789e-4,9.064525125218329e-4,25362.140298058108
Sonstige,(all),prfrei,qx,47,9.9433606245366e-4,0.0010244914091301893,25365.446093632396
Sonstige,(all),prfrei,qx,48,0.001139005436973269,9.901966539468446e-4,25235.010078277886
Sonstige,(all),prfrei,qx,49,0.0013064989436279266,0.0014107819191874996,24791.437174469367
Sonstige,(all),prfrei,qx,50,0.0014846131490081724,0.001726597672705057,24304.29631190727
Sonstige,(all),prfrei,qx,51,0.0016621283443918526,0.0016508548595727045,23604.62405539666
Sonstige,(all),prfrei,qx,52,0.001842104451265036,0.0017220633136391388,22627.750940839982
Sonstige,(all),prfrei,qx,53,0.0020296451116273095,0.0020264850325852554,21197.506954689146
Sonstige,(all),prfrei,qx,54,0.0022233158691317627,0.0023041051015877975,19941.367063073914
Sonstige,(all),prfrei,qx,55,0.0024212333776175133,0.00279096281174073,18605.563194339906
Sonstige,(all),prfrei,qx,56,0.0026264192881666963,0.0023252378944812477,17182.540907722414
Sonstige,(all),prfrei,qx,57,0.0028642386941430914,0.002392965388932347,15860.87865422249
Sonstige,(all),prfrei,qx,58,0.003151187735134778,0.0029549800998876254,14530.205441818456
Sonstige,(all),prfrei,qx,59,0.0034819553013552213,0.004714802979683685,13119.072286617493
Sonstige,(all),prfrei,qx,60,0.003837014749541436,0.0037849386839376685,11339.318124341413
Sonstige,(all),prfrei,qx,61,0.004233677697142883,0.003946050526493445,9610.88176275779
Sonstige,(all),prfrei,qx,62,0.004693988264614247,0.0037632656270697893,8487.253070901701
Sonstige,(all),prfrei,qx,63,0.005238374523860774,0.004707535186894462,7417.388664759897
Sonstige,(all),prfrei,qx,64,0.0058634081855391245,0.006717829552566046,6676.092104470871
Sonstige,(all),prfrei,qx,65,0.006545092318673655,0.008163647542611223,5977.718952280597
Sonstige,(all),prfrei,qx,66,0.007262759216100766,0.007632968878418664,5089.914255607407
Sonstige,(all),prfrei,qx,67,0.008015096346771531,0.008136743384413779,4406.3745069998495
Sonstige,(all),prfrei,qx,68,0.008807309101093256,0.006702884939451548,4014.6162878217674
Sonstige,(all),prfrei,qx,69,0.009649200188885019,0.01174773294281399,3638.780686436851
Sonstige,(all),prfrei,qx,70,0.010522461798785106,0.012018201579443217,3225.5778714436246
Sonstige,(all),prfrei,qx,71,0.011424815676877293,0.01031579284915855,3086.0398012945957
Sonstige,(all),prfrei,qx,72,0.012368916426880826,0.01307816281736859,3038.5335691705554
Sonstige,(all),prfrei,qx,73,0.01336070981246677,0.013687650185068763,2684.6666867379195
Sonstige,(all),prfrei,qx,74,0.014414910237318546,0.016097542690102423,2095.1236113201867
Sonstige,(all),prfrei,qx,75,0.015553433033777927,0.010315797254441943,1446.5805359024537
Sonstige,(all),prfrei,qx,76,0.016815074538329516,0.018738487222810973,951.5898163480355
Sonstige,(all),prfrei,qx,77,0.018219631822875216,0.012849279405417524,695.9283832605751
Sonstige,(all),prfrei,qx,78,0.0197962529512934,0.01848135611478327,536.085834713232
Sonstige,(all),prfrei,qx,79,0.021566033054238622,0.017454080095213733,511.1387475538161
Sonstige,(all),prfrei,qx,80,0.023550398416624055,0.022263754642632135,444.1605374077977
Sonstige,(all),prfrei,qx,81,0.02576519469727792,0.04095922504346429,334.80334186361586
Sonstige,(all),prfrei,qx,82,0.028223582705651947,0.02587165791616066,267.0663480355261
Sonstige,(all),prfrei,qx,83,0.03094980477332224,0.03330812953016635,206.65890410958903
Sonstige,(all),prfrei,qx,84,0.03396770744277496,0.025317064746830542,155.99619900647298
Sonstige,(all),prfrei,qx,85,0.03730361349273489,0.07826196804971461,135.0535827186512
Sonstige,(all),prfrei,qx,86,0.040979854752475876,0.0340913960408717,86.49874303778414
Sonstige,(all),prfrei,qx,87,0.045030207224816536,0.06373783087646794,45.56780821917808
Sonstige,(all),prfrei,qx,88,0.049489318365366464,0.062474064164522246,31.013284660544933
Sonstige,(all),prfrei,qx,89,0.05439663854559645,0.04423616371309422,22.10593858196598
Sonstige,(all),prfrei,qx,90,0.059796188281117886,0,16.167582417582416
Sonstige,(all),prfrei,qx,91,0.06573521007719675,0.16487041552655907,11.130739123889809
Sonstige,(all),prfrei,qx,92,0.07226499837169763,0.14624347127360388,6.337912087912088
Sonstige,(all),prfrei,qx,93,0.07944342131908717,0,3.9175824175824174
Sonstige,(all),prfrei,qx,94,0.08733491085711764,0,2.5824175824175826
Sonstige,(all),prfrei,qx,95,0.09601029925165222,0,NA
Sonstige,(all),prfrei,qx,96,0.10554745487142753,0,NA
Sonstige,(all),prfrei,qx,97,0.11603198111732045,0,NA
Sonstige,(all),prfrei,qx,98,0.12755798477955355,0,NA
Sonstige,(all),prfrei,qx,99,0.14022892071944418,0,NA
Sonstige,(all),prfrei,sx,0,NA,0.025301175335959335,13541.277886497064
Sonstige,(all),prfrei,sx,1,NA,0.06688224154264595,35854.548592503386
Sonstige,(all),prfrei,sx,2,NA,0.04869638690695598,39990.66726629535
Sonstige,(all),prfrei,sx,3,NA,0.040272300724586645,40632.70782778865
Sonstige,(all),prfrei,sx,4,NA,0.03526321964657529,42455.83476591901
Sonstige,(all),prfrei,sx,5,NA,0.02916209016470631,45922.09790757188
Sonstige,(all),prfrei,sx,6,NA,0.02313432263516555,50587.367499623666
Sonstige,(all),prfrei,sx,7,NA,0.01938329229669384,58243.53810025591
Sonstige,(all),prfrei,sx,8,NA,0.018384530779151077,60953.6115610417
Sonstige,(all),prfrei,sx,9,NA,0.017270148100139507,65152.83971097396
Sonstige,(all),prfrei,sx,10,NA,0.04445688301340731,55446.12964022279
Sonstige,(all),prfrei,sx,11,NA,0.037054662797654674,44392.475018816804
Sonstige,(all),prfrei,sx,12,NA,0.02199294189748108,39168.11483516484
Sonstige,(all),prfrei,sx,13,NA,0.019128552567932455,36503.39892367906
Sonstige,(all),prfrei,sx,14,NA,0.016634139316131606,32193.356819208188
Sonstige,(all),prfrei,sx,15,NA,0.024854656935644405,23641.675726328467
Sonstige,(all),prfrei,sx,16,NA,0.01512253307551053,16537.8749435496
Sonstige,(all),prfrei,sx,17,NA,0.013813083208916293,13731.970457624568
Sonstige,(all),prfrei,sx,18,NA,0.013025847029923139,11211.754591299112
Sonstige,(all),prfrei,sx,19,NA,0.013896004915527636,10147.764376034924
Sonstige,(all),prfrei,sx,20,NA,0.01987523344608841,7521.895039891615
Sonstige,(all),prfrei,sx,21,NA,0.012731865016512097,4916.714571729641
Sonstige,(all),prfrei,sx,22,NA,0.0112540137000238,3976.0734156254703
Sonstige,(all),prfrei,sx,23,NA,0.011603209616309748,2998.90676652115
Sonstige,(all),prfrei,sx,24,NA,0.009166519147376873,2497.631288574439
Sonstige,(all),prfrei,sx,25,NA,0.01128145212630863,1498.3982086406743
Sonstige,(all),prfrei,sx,26,NA,0.010310638976615922,868.3847960258919
Sonstige,(all),prfrei,sx,27,NA,0.012792818783795937,699.0196974258619
Sonstige,(all),prfrei,sx,28,NA,0.006837968341611641,582.9690727081138
Sonstige,(all),prfrei,sx,29,NA,0.012188171758182306,326.18703898840886
Sonstige,(all),prfrei,sx,30,NA,0,192.42774348938732
Sonstige,(all),prfrei,sx,31,NA,0,127.079896131266
Sonstige,(all),prfrei,sx,32,NA,0,128.9990892668975
Sonstige,(all),prfrei,sx,33,NA,0,111.99954839680868
Sonstige,(all),prfrei,sx,34,NA,0,118
Sonstige,(all),prfrei,sx,35,NA,0,102.67741231371369
Sonstige,(all),prfrei,sx,36,NA,0,74.66780821917808
Sonstige,(all),prfrei,sx,37,NA,0,45.83516483516483
Sonstige,(all),prfrei,sx,38,NA,0,35
Sonstige,(all),prfrei,sx,39,NA,0,2
Sonstige,(all),prfrei,sx,40,NA,NA,NA
Sonstige,(all),(all),qx,0,1.495690047611365e-4,0,1583.2535450850519
Sonstige,(all),(all),qx,1,1.5274013799881662e-4,0,4167.674454312811
Sonstige,(all),(all),qx,2,1.5597850499276313e-4,2.0311606119156463e-4,4922.7935797079635
Sonstige,(all),(all),qx,3,1.592855312201295e-4,0,5349.340712027698
Sonstige,(all),(all),qx,4,1.6272541245672482e-4,1.7346339376450592e-4,5764.405080535903
Sonstige,(all),(all),qx,5,1.6636784446599342e-4,1.5921362437599848e-4,6280.369516784585
Sonstige,(all),(all),qx,6,1.7030731070979586e-4,0,6483.925131717598
Sonstige,(all),(all),qx,7,1.7463305685112032e-4,0,6692.152732199307
Sonstige,(all),(all),qx,8,1.7944371660897615e-4,0,6732.93751317176
Sonstige,(all),(all),qx,9,1.84849406602762e-4,0,6777.418026494054
Sonstige,(all),(all),qx,10,1.90974438693132e-4,0,6618.578684329369
Sonstige,(all),(all),qx,11,1.9796078672309588e-4,0,6646.490252897787
Sonstige,(all),(all),qx,12,2.0597248954663046e-4,1.509492121264044e-4,6624.244746349541
Sonstige,(all),(all),qx,13,2.1520123268766993e-4,1.4869549290743374e-4,6724.653402077374
Sonstige,(all),(all),qx,14,2.257355180789332e-4,1.4655870513674197e-4,6822.7043880776755
Sonstige,(all),(all),qx,15,2.375026633147953e-4,0,7229.380279993979
Sonstige,(all),(all),qx,16,2.501869569028707e-4,3.5733932294452824e-4,8393.881664910432
Sonstige,(all),(all),qx,17,2.6339200698057697e-4,1.0219548555373163e-4,9784.668049074213
Sonstige,(all),(all),qx,18,2.7687384350751987e-4,5.11024227134481e-4,11738.126313412615
Sonstige,(all),(all),qx,19,2.895401709808747e-4,2.8316293354829845e-4,17655.178345626977
Sonstige,(all),(all),qx,20,3.007573588943512e-4,3.1018307004035016e-4,25787.220645792564
Sonstige,(all),(all),qx,21,3.098036690105177e-4,3.740175275750923e-4,34751.22936173416
Sonstige,(all),(all),qx,22,3.1601271283424786e-4,3.9411457648842274e-4,45662.997621556526
Sonstige,(all),(all),qx,23,3.193731910470911e-4,2.619289191583114e-4,57259.94510763209
Sonstige,(all),(all),qx,24,3.209192846963984e-4,2.7486797086353603e-4,69114.5959807316
Sonstige,(all),(all),qx,25,3.206722353327118e-4,4.948977059702604e-4,80804.7836218576
Sonstige,(all),(all),qx,26,3.1767314935123936e-4,3.2557000578397927e-4,92131.08061869637
Sonstige,(all),(all),qx,27,3.1430857714148593e-4,2.900837970533186e-4,103403.39256360078
Sonstige,(all),(all),qx,28,3.130999238529199e-4,2.87443329571834e-4,114788.7384765919
Sonstige,(all),(all),qx,29,3.157814442829884e-4,3.031600286353054e-4,125327.33992172212
Sonstige,(all),(all),qx,30,3.23317083144006e-4,2.780880960815693e-4,136628.34497967784
Sonstige,(all),(all),qx,31,3.364433565218628e-4,3.3789696009680405e-4,147949.10425259674
Sonstige,(all),(all),qx,32,3.540680137334056e-4,3.937219021919969e-4,157440.5545536655
Sonstige,(all),(all),qx,33,3.75046585313897e-4,3.534747400997294e-4,164056.27518440463
Sonstige,(all),(all),qx,34,3.999384625997236e-4,4.1358715232044655e-4,169215.9054192383
Sonstige,(all),(all),qx,35,4.28197490284937e-4,4.315718463566194e-4,171429.2358648201
Sonstige,(all),(all),qx,36,4.5983625088610896e-4,4.732064746234781e-4,173244.87920367304
Sonstige,(all),(all),qx,37,4.950042885191603e-4,4.59760548416933e-4,176138.16578353153
Sonstige,(all),(all),qx,38,5.346131625638509e-4,5.838499504416811e-4,181500.49661297607
Sonstige,(all),(all),qx,39,5.775603648094752e-4,5.849331819591548e-4,186291.57056299865
Sonstige,(all),(all),qx,40,6.252366774460145e-4,5.849400234077419e-4,193125.69899141954
Sonstige,(all),(all),qx,41,6.799039614274398e-4,7.558313261950556e-4,199704.52335541171
Sonstige,(all),(all),qx,42,7.41678736470499e-4,7.077976704474656e-4,204788.30423001654
Sonstige,(all),(all),qx,43,8.156093414523655e-4,7.086863385559197e-4,211584.22332530483
Sonstige,(all),(all),qx,44,9.060370332027647e-4,0.0010523837869305663,218436.44753876262
Sonstige,(all),(all),qx,45,0.0010098938584777678,8.960218153060326e-4,221993.3068944754
Sonstige,(all),(all),qx,46,0.0011328022240930946,0.0012843508043533743,222537.59398615084
Sonstige,(all),(all),qx,47,0.0012724533338291898,0.0012183259964550005,220660.26329218727
Sonstige,(all),(all),qx,48,0.001436150045210706,0.0012845372138357534,215503.36464699684
Sonstige,(all),(all),qx,49,0.0016294945851784482,0.0016307432633730352,208936.60328164985
Sonstige,(all),(all),qx,50,0.001846411409219736,0.0021922754262869225,200484.70832455216
Sonstige,(all),(all),qx,51,0.0020757468686356828,0.002007606379027902,191578.15983742286
Sonstige,(all),(all),qx,52,0.0023236649582374083,0.0022865268040159455,180853.6371518892
Sonstige,(all),(all),qx,53,0.0025946860255507366,0.0025172820316909784,168223.63600030108
Sonstige,(all),(all),qx,54,0.002892623258853095,0.0030394721643908734,155054.12093933465
Sonstige,(all),(all),qx,55,0.0032175244819090576,0.0032832048776927853,142613.72832304682
Sonstige,(all),(all),qx,56,0.0035767715008019046,0.003459782300357847,128975.38050579558
Sonstige,(all),(all),qx,57,0.003983709008273369,0.003776074632299236,115774.47011139545
Sonstige,(all),(all),qx,58,0.004450883460482682,0.004170483982812884,103369.09990215264
Sonstige,(all),(all),qx,59,0.0049854427687677574,0.00540991431790297,91988.55973204877
Sonstige,(all),(all),qx,60,0.005583804883744938,0.005592555168821446,78812.64144964624
Sonstige,(all),(all),qx,61,0.006251211902980417,0.006495721667886444,66749.65503537559
Sonstige,(all),(all),qx,62,0.006992944717372716,0.006224732218337238,59255.30795574289
Sonstige,(all),(all),qx,63,0.007819918399567777,0.007429532999332342,53505.086820713535
Sonstige,(all),(all),qx,64,0.008727433443653478,0.009573826678308016,48961.12908324552
Sonstige,(all),(all),qx,65,0.009697415184773928,0.010040862508101508,44294.58792714135
Sonstige,(all),(all),qx,66,0.01071611488870447,0.01105681723643308,39214.685797079634
Sonstige,(all),(all),qx,67,0.011769447731489347,0.012350615962745167,34440.142051783834
Sonstige,(all),(all),qx,68,0.01284386454025417,0.012913476169194289,30698.454568718953
Sonstige,(all),(all),qx,69,0.013930082295377925,0.013598378530065154,27170.202739726028
Sonstige,(all),(all),qx,70,0.015019268609966854,0.014876845555944254,23284.774258618094
Sonstige,(all),(all),qx,71,0.016099613967425888,0.017008991742581726,20635.521127502634
Sonstige,(all),(all),qx,72,0.017157719866109526,0.018116500806505217,19691.38707662201
Sonstige,(all),(all),qx,73,0.018185826961130223,0.020346800211841005,17659.143060364295
Sonstige,(all),(all),qx,74,0.01918340946341713,0.019483952594810942,14942.340757188018
Sonstige,(all),(all),qx,75,0.020164299889275365,0.021375618902019132,11987.108234231522
Sonstige,(all),(all),qx,76,0.021148539585314437,0.02005582462692187,8983.670495258166
Sonstige,(all),(all),qx,77,0.022165772519186826,0.01887105652558671,7033.821293090471
Sonstige,(all),(all),qx,78,0.0232484810470961,0.018830627243588888,5628.732387475538
Sonstige,(all),(all),qx,79,0.02442719809276506,0.024845368587267352,5167.363510462141
Sonstige,(all),(all),qx,80,0.025729146751761457,0.023285645809426835,5135.834299262381
Sonstige,(all),(all),qx,81,0.027187318315555646,0.0216134521761945,4805.585563751317
Sonstige,(all),(all),qx,82,0.02883680823962219,0.022555933567182523,4690.262863164233
Sonstige,(all),(all),qx,83,0.030709755202253598,0.026947022647786888,4649.451098901099
Sonstige,(all),(all),qx,84,0.032833255053317904,0.02076931476922166,4717.14738822821
Sonstige,(all),(all),qx,85,0.03523235899722239,0.04413928292586913,2437.1111696522657
Sonstige,(all),(all),qx,86,0.03791081745196695,0.06880570898336007,996.3911184705705
Sonstige,(all),(all),qx,87,0.04087449848622317,0.07128091212642901,703.5080611169652
Sonstige,(all),(all),qx,88,0.044132682005148506,0.1298466431386525,482.4933162727683
Sonstige,(all),(all),qx,89,0.04769665699895187,0.11539866050266327,342.9556977269306
Sonstige,(all),(all),qx,90,0.051582634760620735,0.10916798237667556,242.48545837723918
Sonstige,(all),(all),qx,91,0.05581029606899965,0.11624308067786883,194.46390185157307
Sonstige,(all),(all),qx,92,0.06040196140476625,0.17997261378862456,141.57922625319887
Sonstige,(all),(all),qx,93,0.06538268259912731,0.3370247113827437,88.81709318079182
Sonstige,(all),(all),qx,94,0.0707812766804499,0.10920038893289209,51.9448592503387
Sonstige,(all),(all),qx,95,0.07663122352070408,0.15560500081632309,29.632643384013246
Sonstige,(all),(all),qx,96,0.08296893017229176,0.2404862579281184,18.291208791208792
Sonstige,(all),(all),qx,97,0.08983404148742372,0.37851420496632515,6.425726328466054
Sonstige,(all),(all),qx,98,0.09726978750186817,0.21449616971125515,4.162087912087912
Sonstige,(all),(all),qx,99,0.10532309926657366,0.10347271438695961,9.164383561643834
Sonstige,(all),(all),sx,0,NA,0.05189391075121827,522258.80688694865
Sonstige,(all),(all),sx,1,NA,0.07120389034927593,786307.1638115309
Sonstige,(all),(all),sx,2,NA,0.06188479216442006,657711.7908324553
Sonstige,(all),(all),sx,3,NA,0.05817048541505204,570326.2921044709
Sonstige,(all),(all),sx,4,NA,0.05397086771264782,521709.1499247328
Sonstige,(all),(all),sx,5,NA,0.05022019362782866,473136.20067740476
Sonstige,(all),(all),sx,6,NA,0.04515252783982625,432423.55380852026
Sonstige,(all),(all),sx,7,NA,0.03863468839010493,415527.4895303327
Sonstige,(all),(all),sx,8,NA,0.033731516651192534,395713.4135782026
Sonstige,(all),(all),sx,9,NA,0.032006929110149775,384351.92091675446
Sonstige,(all),(all),sx,10,NA,0.040742936738098263,308414.0756962216
Sonstige,(all),(all),sx,11,NA,0.033830988737493045,242756.36824476894
Sonstige,(all),(all),sx,12,NA,0.026072460189592254,213045.95180641278
Sonstige,(all),(all),sx,13,NA,0.02344106809850147,191828.78319283455
Sonstige,(all),(all),sx,14,NA,0.021275677114086178,165268.2122836068
Sonstige,(all),(all),sx,15,NA,0.022777827829666673,122351.20365798585
Sonstige,(all),(all),sx,16,NA,0.020801073524176646,85681.56981032666
Sonstige,(all),(all),sx,17,NA,0.021185251468625398,66224.35701490291
Sonstige,(all),(all),sx,18,NA,0.02121478726070577,49248.60096342014
Sonstige,(all),(all),sx,19,NA,0.02228496123747775,37850.43442721662
Sonstige,(all),(all),sx,20,NA,0.02813997425432633,26487.696221586633
Sonstige,(all),(all),sx,21,NA,0.03246942732539466,17421.466475989764
Sonstige,(all),(all),sx,22,NA,0.028111827049626222,15221.341991570074
Sonstige,(all),(all),sx,23,NA,0.023401874717937948,13767.507872948969
Sonstige,(all),(all),sx,24,NA,0.01814933623724959,14523.183373475838
Sonstige,(all),(all),sx,25,NA,0.018120185393409646,10992.101738672287
Sonstige,(all),(all),sx,26,NA,0.019398564796325,7708.581017612524
Sonstige,(all),(all),sx,27,NA,0.02663129030686178,7780.460958904109
Sonstige,(all),(all),sx,28,NA,0.01370916145432365,7244.39217221135
Sonstige,(all),(all),sx,29,NA,0.01079136578161579,5530.000579557429
Sonstige,(all),(all),sx,30,NA,0.010003266750905246,3282.4223242510916
Sonstige,(all),(all),sx,31,NA,0.009106857900629347,2841.9912915851273
Sonstige,(all),(all),sx,32,NA,0.0064616355562940285,3085.1915851272015
Sonstige,(all),(all),sx,33,NA,0.005942299015287793,3355.700707511666
Sonstige,(all),(all),sx,34,NA,0.002520967610592369,3565.557767574891
Sonstige,(all),(all),sx,35,NA,0.007029338905098659,3544.0222188770135
Sonstige,(all),(all),sx,36,NA,0.007981147269380017,3244.6770133975615
Sonstige,(all),(all),sx,37,NA,0.004199126048594654,2851.73750564504
Sonstige,(all),(all),sx,38,NA,0.005287364173644545,2263.5618470570525
Sonstige,(all),(all),sx,39,NA,0.002703638602352946,1477.4876787595965
Sonstige,(all),(all),sx,40,NA,0.0022975156136729744,869.50550955893425
Sonstige,m,EE,qx,0,0.021581821885106437,0,20.344332379948817
Sonstige,m,EE,qx,1,0.01831745001557758,0,64.09065934065934
Sonstige,m,EE,qx,2,0.015546832740044564,0,84.50572783381003
Sonstige,m,EE,qx,3,0.013195286900817036,0,76.48855938581966
Sonstige,m,EE,qx,4,0.011199425587592366,0,80.99725274725274
Sonstige,m,EE,qx,5,0.009505449516543111,0,72.00274725274726
Sonstige,m,EE,qx,6,0.00806769684792147,0,54.74634201415023
Sonstige,m,EE,qx,7,0.00684741235190244,0,43.08950775252145
Sonstige,m,EE,qx,8,0.005811702745011585,0,28.002747252747252
Sonstige,m,EE,qx,9,0.004932650037790044,0,20.082417582417584
Sonstige,m,EE,qx,10,0.004186558993609028,0,22.3340207737468
Sonstige,m,EE,qx,11,0.00355331841356856,0,25.50045160319133
Sonstige,m,EE,qx,12,0.003015859030645441,0,35.16162878217673
Sonstige,m,EE,qx,13,0.0025596934003984887,0,50.418034020773746
Sonstige,m,EE,qx,14,0.0021725253857908244,0,62.747252747252745
Sonstige,m,EE,qx,15,0.0018439187096278352,0,72.82622309197652
Sonstige,m,EE,qx,16,0.0015650156403019362,0,94.7465828691856
Sonstige,m,EE,qx,17,0.0013282982278996804,0,96.17309197651663
Sonstige,m,EE,qx,18,0.00112738565468972,0,167.8784434743339
Sonstige,m,EE,qx,19,9.568622374885637e-4,0,480.8336670179136
Sonstige,m,EE,qx,20,8.121314456352702e-4,9.184595154023435e-4,1088.2796176426314
Sonstige,m,EE,qx,21,6.892919995680364e-4,0,1940.001610718049
Sonstige,m,EE,qx,22,5.85538408461293e-4,6.85508192476883e-4,2916.543542074364
Sonstige,m,EE,qx,23,4.98262285939818e-4,2.656051958725568e-4,3764.4865873852177
Sonstige,m,EE,qx,24,4.263583085331647e-4,0,4587.513879271413
Sonstige,m,EE,qx,25,3.626871119769346e-4,7.404739016250381e-4,5399.9459581514375
Sonstige,m,EE,qx,26,3.032192619000005e-4,4.956941363071098e-4,6050.619200662351
Sonstige,m,EE,qx,27,2.5250879756429095e-4,0,6681.223573686588
