tariff,sex,premium,probability,age,smooth,raw,Exposure
(all),w,EE,qx,5,6.138808916025983e-4,0,1195.202860153545
(all),w,EE,qx,6,5.73400962526745e-4,0,1411.234788499172
(all),w,EE,qx,7,5.35590321060918e-4,0,1716.7746650609663
(all),w,EE,qx,8,5.002729516708109e-4,0,2089.7133524010237
(all),w,EE,qx,9,4.672844454651038e-4,0,2452.9036730392895
(all),w,EE,qx,10,4.36471234841645e-4,6.937596683354652e-4,2881.84270660846
(all),w,EE,qx,11,4.076898786018358e-4,0,3363.4004967635105
(all),w,EE,qx,12,3.8124477785630957e-4,2.6235933900541216e-4,3811.066242661448
(all),w,EE,qx,13,3.573363693096668e-4,0,4252.746545235586
(all),w,EE,qx,14,3.3567317737278544e-4,4.3251670201854267e-4,4623.098886045462
(all),w,EE,qx,15,3.160013367324105e-4,0,4885.59951828993
(all),w,EE,qx,16,2.984003222432318e-4,1.9751270581575432e-4,5062.465422248984
(all),w,EE,qx,17,2.8291304308159117e-4,0,5101.086211049224
(all),w,EE,qx,18,2.690751548362736e-4,0,4928.17916603944
(all),w,EE,qx,19,2.564984861287713e-4,0,4877.140162577149
(all),w,EE,qx,20,2.448557033534612e-4,0,5631.797373174771
(all),w,EE,qx,21,2.3386944524446575e-4,4.397060857049844e-4,6821.239319584525
(all),w,EE,qx,22,2.2330488394397153e-4,1.24535498922236e-4,8029.338950775253
(all),w,EE,qx,23,2.1375653190076907e-4,0,9257.142759295499
(all),w,EE,qx,24,2.048885298003822e-4,2.890153480288842e-4,10378.571579105826
(all),w,EE,qx,25,1.964145327324823e-4,1.76348029938257e-4,11340.209769682373
(all),w,EE,qx,26,1.8867042873817446e-4,2.4405264483126426e-4,12290.929783230467
(all),w,EE,qx,27,1.817471308913511e-4,2.2705759926288825e-4,13211.006472979076
(all),w,EE,qx,28,1.7620072878883608e-4,2.79312950184529e-4,14318.854071955442
(all),w,EE,qx,29,1.7296865074486307e-4,6.558642458674898e-5,15246.557699834411
(all),w,EE,qx,30,1.7396347061839315e-4,2.4413881356790025e-4,16382.121564052386
(all),w,EE,qx,31,1.7908495097724515e-4,2.8466600164809143e-4,17561.94384314316
(all),w,EE,qx,32,1.8942056074193418e-4,5.4114102432016717e-5,18478.971247930152
(all),w,EE,qx,33,2.080961855970521e-4,1.5484983572379999e-4,19372.10789552913
(all),w,EE,qx,34,2.352933349907958e-4,2.9618525947915916e-4,20254.59151738672
(all),w,EE,qx,35,2.699982731935436e-4,2.857702404750013e-4,20992.88813036279
(all),w,EE,qx,36,3.112861121586699e-4,4.1352123628013595e-4,21759.79941291585
(all),w,EE,qx,37,3.5734965976559033e-4,5.650780558796731e-4,22999.171278037033
(all),w,EE,qx,38,4.0696918681007183e-4,3.639007526885992e-4,24727.518094234532
(all),w,EE,qx,39,4.6228228952767766e-4,4.484233697497472e-4,26754.42510161072
(all),w,EE,qx,40,5.253378631169295e-4,4.428191602323533e-4,29350.85660846003
(all),w,EE,qx,41,5.986311680712435e-4,5.303002829989574e-4,32048.808934216468
(all),w,EE,qx,42,6.82646694138748e-4,6.8580903903553e-4,34983.16430076773
(all),w,EE,qx,43,7.748581367823542e-4,7.35613090926731e-4,38049.48791961463
(all),w,EE,qx,44,8.709073086704837e-4,0.0010806179379068354,41620.34010236339
(all),w,EE,qx,45,9.625853344005385e-4,0.0012091208597275428,44633.5478398314
(all),w,EE,qx,46,0.001047075461917091,0.0010937445791927047,47517.09277434894
(all),w,EE,qx,47,0.0011317488590659149,7.398685850609322e-4,49990.38096492548
(all),w,EE,qx,48,0.001229398466700164,0.001222542161181974,51500.46511365347
(all),w,EE,qx,49,0.0013328852298842577,0.0015575137542309042,53248.55909227759
(all),w,EE,qx,50,0.0014319555374114523,0.0014579042191850667,54147.87318982388
(all),w,EE,qx,51,0.0015243516628850539,0.0019243172189475958,55550.637897034474
(all),w,EE,qx,52,0.0016091838902499188,0.0013589461723453797,56623.05258166491
(all),w,EE,qx,53,0.001704825580280378,0.0015925377285864596,57096.00337949722
(all),w,EE,qx,54,0.0018193493235953402,0.0018799113345373973,56332.63800993527
(all),w,EE,qx,55,0.0019564405175304385,0.0018819907603315358,55739.48485623965
(all),w,EE,qx,56,0.0021240970696068807,0.002044098815330753,54735.871684479906
(all),w,EE,qx,57,0.002328481819576429,0.0020591827567985064,53364.250737618546
(all),w,EE,qx,58,0.0025728207432077757,0.003177511758529246,51844.92388980882
(all),w,EE,qx,59,0.002844315360921628,0.0026087823537103397,50532.31833508957
(all),w,EE,qx,60,0.0031525772457837416,0.0031826794605462195,48309.902265542674
(all),w,EE,qx,61,0.0034972559932659546,0.0035057161392086887,46413.992939936776
(all),w,EE,qx,62,0.0038778276732404026,0.004079911343319368,45740.82929399368
(all),w,EE,qx,63,0.004292562655274704,0.004306298731704049,44953.28844648502
(all),w,EE,qx,64,0.004747324334213493,0.004480650744061198,44981.737204576246
(all),w,EE,qx,65,0.0052502029509993355,0.005420342259272598,45629.56834261629
(all),w,EE,qx,66,0.005798504588784584,0.005763940819374968,44286.057677254255
(all),w,EE,qx,67,0.006394858319174815,0.006093519706814779,42538.27917356616
(all),w,EE,qx,68,0.007040185040784473,0.007051473028619874,43242.18831853078
(all),w,EE,qx,69,0.007720944332051961,0.008341670298483532,43215.58450248382
(all),w,EE,qx,70,0.008418037647589438,0.008911322876908608,42564.094942044256
(all),w,EE,qx,71,0.00913222556494383,0.009129623315512338,44703.753168749055
(all),w,EE,qx,72,0.009886574724773558,0.01082582130723677,47497.69191630287
(all),w,EE,qx,73,0.010712526261995788,0.009951616637101608,47693.410702995636
(all),w,EE,qx,74,0.011695021557927388,0.011452623145449571,43842.20158813789
(all),w,EE,qx,75,0.012910548803609711,0.012025389375385793,39510.23265091074
(all),w,EE,qx,76,0.014452761264340547,0.013809828808818626,33942.555471925334
(all),w,EE,qx,77,0.016413354114984825,0.01524778817793168,28115.9780520849
(all),w,EE,qx,78,0.018892275279144687,0.017640044755576394,23206.139010989013
(all),w,EE,qx,79,0.021980457958615637,0.023762415895659635,21082.714391088364
(all),w,EE,qx,80,0.025744496787758402,0.02717703220651683,19744.902355863316
(all),w,EE,qx,81,0.03027414119904517,0.030187024614214034,18597.28493150685
(all),w,EE,qx,82,0.035681542513955396,0.03649000223820743,17864.76512118019
(all),w,EE,qx,83,0.04207501994085079,0.0405688071689027,16856.337023934968
(all),w,EE,qx,84,0.04956650282208982,0.04675630395523412,16125.142556074063
(all),w,EE,qx,85,0.0582210271094501,0.060204084527639846,15433.54160770736
(all),w,EE,qx,86,0.06799724848083567,0.06466445086098244,14635.229572482313
(all),w,EE,qx,87,0.07877862103300322,0.07708765127463772,13494.970510311607
(all),w,EE,qx,88,0.09026958397947123,0.09329284386173166,12456.882688544332
(all),w,EE,qx,89,0.10197446829759871,0.10506116969701018,11317.921925334938
(all),w,EE,qx,90,0.1132433876456755,0.11576697093527606,10156.276877916604
(all),w,EE,qx,91,0.12330661693274356,0.12292926878690794,8841.051151588139
(all),w,EE,qx,92,0.13133380417906337,0.14968130404742924,7441.75675146771
(all),w,EE,qx,93,0.13650156287049703,0.16309310343559322,5884.883132620804
(all),w,EE,qx,94,0.13822548831136783,0.16503689492392642,4486.3157007376185
(all),w,EE,qx,95,0.13628197029732925,0.1703060285704906,3287.531040192684
(all),w,EE,qx,96,0.13082669631962696,0.17060120269878581,2439.538642179738
(all),w,EE,qx,97,0.12236131264275923,0.1518351090185029,1898.8607105223543
(all),w,EE,qx,98,0.11163645684176489,0.15866861468237312,1642.0915474936023
(all),w,EE,qx,99,0.09950842222379132,0.14469314726177462,1538.682560590095
(all),w,EE,sx,0,NA,0.09251408940864185,115648.2060289026
(all),w,EE,sx,1,NA,0.09474810859177843,202021.05785036882
(all),w,EE,sx,2,NA,0.0648712289166504,195835.97527472526
(all),w,EE,sx,3,NA,0.04927289807603219,187321.33978624115
(all),w,EE,sx,4,NA,0.038935745623033105,207384.80638265843
(all),w,EE,sx,5,NA,0.03193192155756546,205546.88604546138
(all),w,EE,sx,6,NA,0.02606570000951087,194434.69054643987
(all),w,EE,sx,7,NA,0.020285283523345257,181865.7535601385
(all),w,EE,sx,8,NA,0.017863216248536172,168384.71457172965
(all),w,EE,sx,9,NA,0.012099349337974536,156493.9830121933
(all),w,EE,sx,10,NA,0.01502630509325487,104491.03641427067
(all),w,EE,sx,11,NA,0.03241784567335442,55262.26417281349
(all),w,EE,sx,12,NA,0.016943878845690964,48979.870209242814
(all),w,EE,sx,13,NA,0.014285246620498827,47817.576644588284
(all),w,EE,sx,14,NA,0.013800552423749602,46126.91603944001
(all),w,EE,sx,15,NA,0.011749194394090355,40021.579331627276
(all),w,EE,sx,16,NA,0.00820760987009463,30941.22817251242
(all),w,EE,sx,17,NA,0.00731492854042675,24789.625831702546
(all),w,EE,sx,18,NA,0.005737803129791047,19116.10042149631
(all),w,EE,sx,19,NA,0.005325627841926294,15356.245626975764
(all),w,EE,sx,20,NA,0.007246162560500812,11137.830505795575
(all),w,EE,sx,21,NA,0.008508242573805273,8075.282884239049
(all),w,EE,sx,22,NA,0.00845376313826689,6831.849902152641
(all),w,EE,sx,23,NA,0.008055138373002913,5811.28493150685
(all),w,EE,sx,24,NA,0.005207567590804894,5937.375206984796
(all),w,EE,sx,25,NA,0.004291464741582209,5115.454794520548
(all),w,EE,sx,26,NA,0.006324957578350023,4255.303334336896
(all),w,EE,sx,27,NA,0.008431217769849318,3543.204854734307
(all),w,EE,sx,28,NA,0.010162590062976066,3132.8035827186513
(all),w,EE,sx,29,NA,0.006706702004168616,2080.4641502333284
(all),w,EE,sx,30,NA,0.007834459723082844,1652.8358648201113
(all),w,EE,sx,31,NA,0.0056854642703543104,1403.0970495258166
(all),w,EE,sx,32,NA,0.008547139660171982,1281.4802574138191
(all),w,EE,sx,33,NA,0.007452571147641359,1203.1369110341714
(all),w,EE,sx,34,NA,0.008985791715646969,1329.4415926539214
(all),w,EE,sx,35,NA,0.0041418666538199315,1445.6222038235737
(all),w,EE,sx,36,NA,0.005009190886620593,1393.9312735209994
(all),w,EE,sx,37,NA,0.005290585984136286,1319.6048547343069
(all),w,EE,sx,38,NA,0.009702986797847113,1230.7325906969743
(all),w,EE,sx,39,NA,0.0016660742317706136,1199.4267048020472
(all),w,EE,sx,40,NA,0.0053562027753253205,1303.3960033117567
(all),w,lfd,qx,0,1.9547440017182916e-4,6.291190061726655e-4,3178.048765617944
(all),w,lfd,qx,1,1.6923310658133723e-4,3.8892186664906395e-4,12853.552664458828
(all),w,lfd,qx,2,1.4659980520293235e-4,2.927270543555261e-4,17078.258083697125
(all),w,lfd,qx,3,1.2735443527844286e-4,1.4702268131608413e-4,20403.514880325154
(all),w,lfd,qx,4,1.1140649799114951e-4,8.484598514710234e-5,23571.12302423604
(all),w,lfd,qx,5,9.858371097145033e-5,7.44834669952024e-5,26850.59647749511
(all),w,lfd,qx,6,8.856127263455344e-5,6.683710230042986e-5,29922.49954087009
(all),w,lfd,qx,7,8.095814631776894e-5,0,32830.31350293542
(all),w,lfd,qx,8,7.539048850555835e-5,8.586186399893615e-5,34938.342443173264
(all),w,lfd,qx,9,7.15934232163866e-5,5.5178930983180954e-5,36244.718508204125
(all),w,lfd,qx,10,6.945452827300412e-5,1.3497059879755529e-4,37042.6049676351
(all),w,lfd,qx,11,6.885369660927181e-5,5.456163335439495e-5,36654.79413668523
(all),w,lfd,qx,12,7.004147377203688e-5,2.7458322797257704e-5,36418.3303627879
(all),w,lfd,qx,13,7.331734378653871e-5,2.751840910266753e-5,36338.81003311757
(all),w,lfd,qx,14,7.87742934341931e-5,8.215768378806968e-5,36513.648208640676
(all),w,lfd,qx,15,8.617273505920814e-5,5.414884785885314e-5,36934.227231672434
(all),w,lfd,qx,16,9.522444513205326e-5,1.280469334019873e-4,39045.68231220834
(all),w,lfd,qx,17,1.0518138317367765e-4,1.1921612632876249e-4,41938.134660544936
(all),w,lfd,qx,18,1.1511878764082141e-4,2.1217719659589264e-4,47125.41816197501
(all),w,lfd,qx,19,1.2386046696047088e-4,1.7325707144743438e-4,57712.701889206684
(all),w,lfd,qx,20,1.305630473911311e-4,1.6410521954511378e-4,73117.81673942496
(all),w,lfd,qx,21,1.3478700921783964e-4,2.0691138896047488e-4,91817.24813337348
(all),w,lfd,qx,22,1.365815650340175e-4,1.3510068178903102e-4,111020.80719554418
(all),w,lfd,qx,23,1.3699500199132271e-4,1.0815677101416195e-4,129434.73414872798
(all),w,lfd,qx,24,1.3713741020596263e-4,1.2940263187578505e-4,146819.0437829294
(all),w,lfd,qx,25,1.3747862810698134e-4,1.665433355114476e-4,162106.46665663103
(all),w,lfd,qx,26,1.3830957628059348e-4,1.1436891553815753e-4,174862.69076471473
(all),w,lfd,qx,27,1.4061486156564384e-4,1.3271693120655477e-4,188358.34140448592
(all),w,lfd,qx,28,1.4472248095031008e-4,1.4903724895262002e-4,201276.9603040795
(all),w,lfd,qx,29,1.5079606127289724e-4,1.8274539499234485e-4,213392.17038235738
(all),w,lfd,qx,30,1.5922775597556883e-4,1.1447775883174411e-4,227105.35264187868
(all),w,lfd,qx,31,1.716471453876573e-4,1.5803419195552283e-4,240435.29365497516
(all),w,lfd,qx,32,1.8808825403127515e-4,2.0306783266444838e-4,251122.10585578805
(all),w,lfd,qx,33,2.079510931741597e-4,2.212769030048821e-4,257567.29615384617
(all),w,lfd,qx,34,2.309462963863791e-4,2.21045949810842e-4,262359.8836218576
(all),w,lfd,qx,35,2.571430788628897e-4,2.1625692949009767e-4,263546.869050128
(all),w,lfd,qx,36,2.8597940492552926e-4,3.652010906554473e-4,265558.59286466957
(all),w,lfd,qx,37,3.1424558394652926e-4,3.795183961544824e-4,271345.09379798284
(all),w,lfd,qx,38,3.4093581818549364e-4,3.557827209025165e-4,281020.4233930453
(all),w,lfd,qx,39,3.6789360776443556e-4,3.1889668329724717e-4,291584.00251392444
(all),w,lfd,qx,40,3.984829953837965e-4,3.9462632216412293e-4,304025.1389281951
(all),w,lfd,qx,41,4.344030775607262e-4,3.9637743475738054e-4,317815.8421119976
(all),w,lfd,qx,42,4.776701145318256e-4,4.275799877178742e-4,329692.3608685835
(all),w,lfd,qx,43,5.285571266565556e-4,6.192948724922033e-4,343833.0503838627
(all),w,lfd,qx,44,5.838177582041255e-4,5.974320959768987e-4,358092.70410206233
(all),w,lfd,qx,45,6.439935855300064e-4,6.922495340115528e-4,368236.77830046666
(all),w,lfd,qx,46,7.106624846365673e-4,6.476951387219895e-4,375055.0073912389
(all),w,lfd,qx,47,7.89207285555904e-4,7.645927412938258e-4,380449.27194038837
(all),w,lfd,qx,48,8.824019949976163e-4,8.253844988957462e-4,381482.81481258466
(all),w,lfd,qx,49,9.91908537996003e-4,9.667037965325024e-4,380491.0333659491
(all),w,lfd,qx,50,0.0011149505766471462,0.0013461407827640446,374893.99765166343
(all),w,lfd,qx,51,0.0012445189808732225,0.0012314574813245334,367630.29316573835
(all),w,lfd,qx,52,0.0013851490844523765,0.0013032304326725459,355806.34008730995
(all),w,lfd,qx,53,0.001542637866482245,0.0015546741869973413,339999.72026192985
(all),w,lfd,qx,54,0.0017193022295642995,0.0017618895084975856,320963.0243790456
(all),w,lfd,qx,55,0.0019186212070760056,0.0018627650026119017,296057.6755983742
(all),w,lfd,qx,56,0.0021475194989640663,0.002170532478226059,266925.5361959958
(all),w,lfd,qx,57,0.002411921056778833,0.002395987020127572,240113.97011139547
(all),w,lfd,qx,58,0.002720369435373747,0.0025457507565708353,214986.66469215715
(all),w,lfd,qx,59,0.0030830743660956116,0.0030435454883951814,192573.66832003611
(all),w,lfd,qx,60,0.003505209438837418,0.0035999418978267194,157773.60653319283
(all),w,lfd,qx,61,0.003989618326488906,0.004006084890403403,124560.13600030108
(all),w,lfd,qx,62,0.0045397904901668265,0.0046115781096360805,111417.93685834714
(all),w,lfd,qx,63,0.005157769408415552,0.005044427688161691,103219.51994580761
(all),w,lfd,qx,64,0.0058447121957376415,0.006232415325892983,98530.08568417883
(all),w,lfd,qx,65,0.006596854551098592,0.006751563221864247,92258.65418485625
(all),w,lfd,qx,66,0.007413291694391153,0.007446147800499323,84961.49485925034
(all),w,lfd,qx,67,0.008293902871527547,0.008249794825429483,77740.54744844197
(all),w,lfd,qx,68,0.0092380286162703,0.009968469101351676,73963.88298961312
(all),w,lfd,qx,69,0.010243368528282547,0.010877338639954827,68758.55808369712
(all),w,lfd,qx,70,0.011316257956514066,0.011213108593137996,62520.341562547044
(all),w,lfd,qx,71,0.012473652342802512,0.012934193404504284,60068.89692157158
(all),w,lfd,qx,72,0.013737587263529026,0.01393480075991446,61000.937144362484
(all),w,lfd,qx,73,0.015142469509233104,0.013892254254779912,58901.627931657385
(all),w,lfd,qx,74,0.01673612382449767,0.015983569787978998,53437.316227608004
(all),w,lfd,qx,75,0.018567024864633457,0.01755396026858345,47037.179241306636
(all),w,lfd,qx,76,0.020689460406248385,0.019926413158088477,39250.870721059764
(all),w,lfd,qx,77,0.02316253445239957,0.022016527221732,31713.81929850971
(all),w,lfd,qx,78,0.026053340549848984,0.024157644447724332,25395.648682824027
(all),w,lfd,qx,79,0.029436223680358416,0.0274182505422922,22950.17244467861
(all),w,lfd,qx,80,0.033389703142651335,0.031739003213910946,20898.70155803101
(all),w,lfd,qx,81,0.03799394693753223,0.03676593295190704,18529.169983441217
(all),w,lfd,qx,82,0.043328654468645054,0.047872470597834005,16657.675816649105
(all),w,lfd,qx,83,0.04946990494289851,0.05669379721919143,15201.95053439711
(all),w,lfd,qx,84,0.056502953508292236,0.06473225590323312,13797.233719704953
(all),w,lfd,qx,85,0.06453056287749097,0.08211089592186863,5792.611229866025
(all),w,lfd,qx,86,0.0736803351695922,0.05659223017340953,669.6405389131417
(all),w,lfd,qx,87,0.08411086230152655,0.09487490284864766,471.88917657684783
(all),w,lfd,qx,88,0.09600137028177748,0.08662541646834841,353.4065934065934
(all),w,lfd,qx,89,0.10955747091737343,0.10016087860525638,237.09844949570976
(all),w,lfd,qx,90,0.12501372027987942,0.16288071444112917,129.70763209393346
(all),w,lfd,qx,91,0.14263789650515435,0.07345966375533586,65.56456420292037
(all),w,lfd,qx,92,0.16273708038034787,0.08265895299240218,57.9895152792413
(all),w,lfd,qx,93,0.18566168518470477,0.1162083505108351,48.63140147523709
(all),w,lfd,qx,94,0.21181142535529707,0.06766533213614351,42.835849766671686
(all),w,lfd,qx,95,0.2416425488824932,0.11169824603095425,25.358076170404935
(all),w,lfd,qx,96,0.2756745305756749,0.11213801601971657,16.835164835164836
(all),w,lfd,qx,97,0.3144995573945779,0.31598725205727063,7.994053891314165
(all),w,lfd,qx,98,0.35879262852001526,0.5641218343513088,2.545333433689598
(all),w,lfd,qx,99,0.40932378839182754,0,1
(all),w,lfd,sx,0,NA,0.04852429064169065,536085.5534773446
(all),w,lfd,sx,1,NA,0.04378699123591656,975783.5655050429
(all),w,lfd,sx,2,NA,0.04214849147194309,917180.5843067891
(all),w,lfd,sx,3,NA,0.040879074757235616,864131.8232575643
(all),w,lfd,sx,4,NA,0.037983241923197665,845150.0072632846
(all),w,lfd,sx,5,NA,0.037334867802491324,805965.1003311757
(all),w,lfd,sx,6,NA,0.03399502076035043,780965.2897937678
(all),w,lfd,sx,7,NA,0.029970983468941174,819503.8640975463
(all),w,lfd,sx,8,NA,0.027214182148738674,822737.6636685233
(all),w,lfd,sx,9,NA,0.02393234847821792,863299.1178985399
(all),w,lfd,sx,10,NA,0.046418686224153474,753278.0004967635
(all),w,lfd,sx,11,NA,0.07707175927283327,614601.9406442872
(all),w,lfd,sx,12,NA,0.033510777235599455,507777.8747102213
(all),w,lfd,sx,13,NA,0.029087317842466136,439549.31281047716
(all),w,lfd,sx,14,NA,0.02595725440811461,344049.0754779467
(all),w,lfd,sx,15,NA,0.02605016829476103,306623.27796176425
(all),w,lfd,sx,16,NA,0.02206054285665176,275389.46262983594
(all),w,lfd,sx,17,NA,0.01993806636920128,243857.2521526419
(all),w,lfd,sx,18,NA,0.01916839657201972,211895.4075041397
(all),w,lfd,sx,19,NA,0.016918337317992273,181272.88359927744
(all),w,lfd,sx,20,NA,0.020221761971634642,129281.37355110643
(all),w,lfd,sx,21,NA,0.01902695688607031,85061.15748908625
(all),w,lfd,sx,22,NA,0.017466327392980135,71735.8178910131
(all),w,lfd,sx,23,NA,0.017667133529385853,60758.766859852476
(all),w,lfd,sx,24,NA,0.015010547103291456,56135.730227306936
(all),w,lfd,sx,25,NA,0.015798378334730877,41948.82079632696
(all),w,lfd,sx,26,NA,0.014319030853544166,31340.38215414722
(all),w,lfd,sx,27,NA,0.015950375686304443,28298.473867228662
(all),w,lfd,sx,28,NA,0.014941296705337545,24578.580249887098
(all),w,lfd,sx,29,NA,0.012754327917925705,18385.523001655878
(all),w,lfd,sx,30,NA,0.015145326789626247,14415.93285413217
(all),w,lfd,sx,31,NA,0.018629806263453966,12124.452551558032
(all),w,lfd,sx,32,NA,0.016216611309909885,11009.729564955593
(all),w,lfd,sx,33,NA,0.015191709701222827,10386.734750865573
(all),w,lfd,sx,34,NA,0.014287914586279546,9450.533945506548
(all),w,lfd,sx,35,NA,0.012719276716213802,9374.498727984344
(all),w,lfd,sx,36,NA,0.016508432559925006,8110.138883034773
(all),w,lfd,sx,37,NA,0.019636660951824637,7362.072610266446
(all),w,lfd,sx,38,NA,0.01852144617025517,6311.992789402379
(all),w,lfd,sx,39,NA,0.017853011431659658,5606.80887400271
(all),w,lfd,sx,40,NA,0.013286067041916073,4710.309581514376
(all),w,prfrei,qx,0,1.5623881699873397e-4,0,583.287242209845
(all),w,prfrei,qx,1,1.5268728099534536e-4,0,1561.3829293993676
(all),w,prfrei,qx,2,1.4921647658110762e-4,0,2336.6176802649406
(all),w,prfrei,qx,3,1.4582456860934634e-4,0,3377.2484043353907
(all),w,prfrei,qx,4,1.4250976364894508e-4,0,4628.111809423453
(all),w,prfrei,qx,5,1.3927030903609108e-4,0,6109.287874454313
(all),w,prfrei,qx,6,1.3610449194757424e-4,2.6192922768081403e-4,7634.650353755834
(all),w,prfrei,qx,7,1.3301063849515215e-4,1.0756705045264099e-4,9296.0271037182
(all),w,prfrei,qx,8,1.3036717982028596e-4,9.426979818419908e-5,10607.351287069096
(all),w,prfrei,qx,9,1.2837646034537763e-4,1.7134439475923423e-4,11671.398171007075
(all),w,prfrei,qx,10,1.269792049146674e-4,0,12317.598720457625
(all),w,prfrei,qx,11,1.2637454150678142e-4,8.168844504426584e-5,12241.133433689598
(all),w,prfrei,qx,12,1.2676987688168393e-4,1.6364236854069886e-4,12220.773724220984
(all),w,prfrei,qx,13,1.279960844762134e-4,0,12179.866807165437
(all),w,prfrei,qx,14,1.3013306009695082e-4,8.154025268206088e-5,12263.381544482914
(all),w,prfrei,qx,15,1.3328311820071613e-4,8.12422114395584e-5,12308.372226403733
(all),w,prfrei,qx,16,1.3711692106788888e-4,1.5891025932127575e-4,12584.71981785338
(all),w,prfrei,qx,17,1.4077366975111385e-4,2.3455339752888422e-4,12788.76452656932
(all),w,prfrei,qx,18,1.434575090592726e-4,1.507058131962266e-4,13269.888213156706
(all),w,prfrei,qx,19,1.4488052055929644e-4,2.765170900928613e-4,14463.652009634201
(all),w,prfrei,qx,20,1.4483078685839418e-4,5.948423851177971e-5,16810.675952130063
(all),w,prfrei,qx,21,1.439219435746832e-4,2.466189973120285e-4,20271.688341110945
(all),w,prfrei,qx,22,1.415351784963584e-4,2.0210495293046684e-4,24737.121308143913
(all),w,prfrei,qx,23,1.3800627755318397e-4,2.657531304461985e-4,30099.126110191177
(all),w,prfrei,qx,24,1.3436674376813881e-4,5.574722039128894e-5,35875.228195092575
(all),w,prfrei,qx,25,1.330786261110568e-4,1.433541290140736e-4,41851.39262381454
(all),w,prfrei,qx,26,1.34093147688464e-4,1.4819007449726746e-4,47233.131898238746
(all),w,prfrei,qx,27,1.3773189508207285e-4,7.577070892889984e-5,52788.848291434595
(all),w,prfrei,qx,28,1.4488980641902307e-4,2.423967193859836e-4,57749.55724823122
(all),w,prfrei,qx,29,1.5397813806288814e-4,1.6159811917732192e-4,61876.90834713232
(all),w,prfrei,qx,30,1.659128674483223e-4,1.216037898374846e-4,65783.42332530483
(all),w,prfrei,qx,31,1.8223883662652884e-4,1.5908912528007178e-4,69138.13241758241
(all),w,prfrei,qx,32,2.027200007383535e-4,2.1065555389056736e-4,71198.78781424055
(all),w,prfrei,qx,33,2.2564158384575907e-4,2.506636212145635e-4,71800.38307993376
(all),w,prfrei,qx,34,2.4869910097305605e-4,2.9043950356423147e-4,72293.71393195845
(all),w,prfrei,qx,35,2.698007089386168e-4,3.0381044086285204e-4,72402.57452205328
(all),w,prfrei,qx,36,2.8823888622261446e-4,3.1899920669864896e-4,72088.99278187566
(all),w,prfrei,qx,37,3.0493702374349266e-4,3.994448553150151e-4,72586.25981484269
(all),w,prfrei,qx,38,3.2260996368227744e-4,2.8321232498866865e-4,74138.81536203522
(all),w,prfrei,qx,39,3.4864929396993165e-4,1.597727253385571e-4,75100.6865422249
(all),w,prfrei,qx,40,3.909550199546404e-4,5.253021462595702e-4,76126.65252145115
(all),w,prfrei,qx,41,4.4648652413550156e-4,3.0764355925556864e-4,78000.35968688845
(all),w,prfrei,qx,42,5.164814261117474e-4,7.550824188558112e-4,79431.52433388529
(all),w,prfrei,qx,43,5.917204884812544e-4,7.132805426528566e-4,81285.42894023785
(all),w,prfrei,qx,44,6.681870167243642e-4,7.112968263979806e-4,82917.587362637365
(all),w,prfrei,qx,45,7.467168007545896e-4,7.053986750460458e-4,83611.1447689297
(all),w,prfrei,qx,46,8.316917713884135e-4,7.416428121223187e-4,83567.19442270059
(all),w,prfrei,qx,47,9.272186888697411e-4,9.034304353031084e-4,82979.40652566611
(all),w,prfrei,qx,48,0.001033357226440244,0.0010737419530988377,81912.37671232877
(all),w,prfrei,qx,49,0.0011483001637555266,0.0011325712965669069,80302.64256360078
(all),w,prfrei,qx,50,0.001271398773445674,0.0014958331426259835,78158.78016709318
(all),w,prfrei,qx,51,0.001400662043298654,0.00116231399569656,75667.0387776607
(all),w,prfrei,qx,52,0.0015446758602725222,0.00148226942857515,72807.24770435045
(all),w,prfrei,qx,53,0.00170153261489281,0.0017937291147227656,69067.72476290833
(all),w,prfrei,qx,54,0.0018647768745842354,0.0018629230157736314,65427.481792864666
(all),w,prfrei,qx,55,0.0020295815394298297,0.0024409367392134416,61376.81789853982
(all),w,prfrei,qx,56,0.0021896364312797498,0.002022569919591434,57788.696710823424
(all),w,prfrei,qx,57,0.0023528264399857958,0.002176025193356226,54627.366844799035
(all),w,prfrei,qx,58,0.0025232662600761136,0.002750996785318738,51183.64931506849
(all),w,prfrei,qx,59,0.002699677613766857,0.0027270616618639055,47239.16086105675
(all),w,prfrei,qx,60,0.0028878771721176167,0.0030037303917708293,41220.000654824624
(all),w,prfrei,qx,61,0.0030961844091804834,0.0028103171102071218,35177.841299111846
(all),w,prfrei,qx,62,0.0033383420348536415,0.003146313902043228,32367.88863465302
(all),w,prfrei,qx,63,0.003624940112886679,0.0032198249108581346,30077.361711576097
(all),w,prfrei,qx,64,0.003965157514343584,0.003984104213781963,29057.70425259672
(all),w,prfrei,qx,65,0.004361430671001825,0.004545443851317082,27437.564699683877
(all),w,prfrei,qx,66,0.004815716168145714,0.005239638342567307,25126.578451001053
(all),w,prfrei,qx,67,0.005332099984578367,0.004858259517413517,23408.193572181244
(all),w,prfrei,qx,68,0.0059213549183246075,0.0062003699753333625,23152.420570525366
(all),w,prfrei,qx,69,0.006588044928053951,0.0073366151274862085,22814.843278639168
(all),w,prfrei,qx,70,0.00734010632482046,0.007129966342566978,22220.745521601686
(all),w,prfrei,qx,71,0.008197455863922478,0.007116442997172446,23523.299330121932
