Census-Mortality Tables Austrian Females,,,,,,,,,,,,,,
Source: Statistik Austria. Alexander Hanika,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
x,1868/71,1879/82,1889/92,1899/1902,1909/12,1930/33,1949/51,1959/61,1970/72,1980/82,1990/92,2000/02,2010/12,2020/22
21,0.007761,0.007675,0.007298,0.006118,0.005797,0.00336,0.0014,0.00068,0.0006,0.000485,0.0003893,0.0003082,0.000250390348885728,0.000195163982734008
22,0.008106,0.007932,0.007576,0.006374,0.006029,0.0034,0.00146,0.0007,0.0006,0.000484,0.0003696,0.0002973,0.000252026946125503,0.000191788980758652
23,0.008382,0.00818,0.007845,0.006621,0.006213,0.00354,0.00152,0.00071,0.0006,0.000491,0.0003553,0.0002831,0.000248050860207978,0.000190075078525532
24,0.008604,0.008422,0.008072,0.006862,0.006366,0.00363,0.00156,0.00071,0.0006,0.000498,0.0003446,0.0002698,0.000244034105207991,0.000190785801472963
25,0.008762,0.008664,0.008253,0.007095,0.006499,0.00362,0.00162,0.00073,0.0006,0.000505,0.0003383,0.0002695,0.000243913624074764,0.000194684675039576
26,0.008888,0.008909,0.008403,0.007323,0.006627,0.00356,0.00166,0.00076,0.00061,0.000518,0.0003501,0.0002799,0.000247876736285943,0.000202532105379172
27,0.009032,0.009142,0.008553,0.007545,0.006749,0.0036,0.0017,0.0008,0.00063,0.000536,0.0003747,0.0002906,0.000254497609083566,0.00021471106522645
28,0.009191,0.009354,0.008735,0.007756,0.006868,0.00374,0.00173,0.00085,0.00065,0.000562,0.0004077,0.0003004,0.000262337129229031,0.000230871495468589
29,0.009357,0.009538,0.008968,0.00796,0.006992,0.00393,0.00176,0.00092,0.00067,0.000589,0.0004413,0.0003092,0.000271590228578445,0.0002505791163126
30,0.009548,0.009703,0.009233,0.008169,0.007127,0.00396,0.0018,0.00098,0.00071,0.000624,0.0004719,0.0003225,0.000283175146631143,0.000273399647965289
31,0.009768,0.009875,0.009504,0.008378,0.007278,0.00398,0.00184,0.00106,0.00076,0.000684,0.0005098,0.0003531,0.00029830078004775,0.00029889698342756
32,0.010017,0.010076,0.009763,0.008578,0.007447,0.004,0.00188,0.00112,0.00083,0.000768,0.0005565,0.0003966,0.000316232515317261,0.000326493644106275
33,0.010342,0.010308,0.009992,0.008765,0.007632,0.00403,0.00192,0.00119,0.00091,0.000867,0.0006056,0.000451,0.000336746652698102,0.000355372516742961
34,0.01073,0.010553,0.010196,0.008932,0.007823,0.00413,0.00199,0.00127,0.001,0.000968,0.000655,0.0005,0.000363174110084129,0.000384693275797526
35,0.011131,0.010784,0.010386,0.009084,0.008019,0.00442,0.00209,0.00136,0.0011,0.001065,0.0007127,0.0005394,0.00039475431608024,0.000413615595729788
36,0.011508,0.010979,0.010572,0.009237,0.008217,0.00474,0.00223,0.00147,0.00121,0.001155,0.0007879,0.000585,0.000430384646355252,0.00044132725124311
37,0.011822,0.011133,0.010751,0.009399,0.008414,0.00484,0.0024,0.00159,0.00132,0.001235,0.0008761,0.0006533,0.000468281595420265,0.000468516144047996
38,0.012031,0.01127,0.010929,0.009567,0.008607,0.00485,0.00259,0.00174,0.00144,0.001306,0.0009748,0.0007412,0.000509520671248531,0.000498094355206469
39,0.012156,0.011407,0.011114,0.009737,0.008795,0.00487,0.00279,0.00189,0.00157,0.00138,0.0010854,0.0008412,0.000557354785106964,0.000533153954805256
40,0.012251,0.011551,0.011314,0.009904,0.008969,0.00514,0.00299,0.00206,0.00172,0.001472,0.0012084,0.0009502,0.000616969061717308,0.000576787012931267
41,0.012347,0.011705,0.011536,0.01007,0.009132,0.00538,0.00319,0.00223,0.00189,0.001589,0.0013513,0.0010633,0.000693863273653744,0.000632035541824943
42,0.012481,0.011869,0.011777,0.010251,0.009294,0.00554,0.00339,0.00241,0.00208,0.001736,0.0015136,0.0011789,0.000788184271090969,0.000699995554945584
43,0.012681,0.012055,0.012026,0.010466,0.009474,0.00598,0.0036,0.00258,0.00228,0.00191,0.0016826,0.0012999,0.000898503487345335,0.000779235144505474
44,0.012952,0.012297,0.012278,0.010731,0.009698,0.00646,0.00384,0.00276,0.0025,0.002109,0.0018489,0.0014259,0.001022288576879,0.000868153457485661
45,0.013291,0.012636,0.012547,0.011059,0.009995,0.00706,0.00414,0.00297,0.00275,0.002324,0.0020112,0.001565,0.00115724255592473,0.000965149640867112
46,0.01371,0.013086,0.012861,0.011455,0.01038,0.00749,0.00449,0.00323,0.00302,0.002552,0.0021721,0.0017304,0.00130173494817301,0.00106866648983477
47,0.014214,0.013649,0.013255,0.011932,0.010854,0.00795,0.00488,0.00353,0.00332,0.002786,0.0023381,0.0019207,0.0014559125201251,0.00117843247569814
48,0.014818,0.014316,0.013765,0.012503,0.011415,0.00812,0.0053,0.00386,0.00364,0.003032,0.0025167,0.0021238,0.00161882663211953,0.00129564100888597
49,0.015553,0.015053,0.014409,0.013181,0.012054,0.00871,0.00576,0.00423,0.00399,0.003297,0.0027108,0.0023362,0.00178993824416907,0.00142156519222829
50,0.016455,0.015833,0.015177,0.01397,0.012771,0.0094,0.00623,0.00462,0.00435,0.003581,0.0029238,0.0025657,0.00196937308928953,0.00155747812855449
51,0.017531,0.016658,0.016057,0.014863,0.013577,0.01016,0.0067,0.00505,0.00472,0.003883,0.0031576,0.0028073,0.00215927578904445,0.00170472365392057
52,0.018769,0.01755,0.017031,0.015843,0.01448,0.01062,0.00717,0.00553,0.00507,0.004207,0.0034169,0.0030534,0.00236201832168177,0.00186627246857357
53,0.020133,0.018549,0.018087,0.016904,0.015483,0.01115,0.00768,0.00595,0.0054,0.004565,0.0037033,0.0032958,0.00258257870864176,0.00204672213695345
54,0.021569,0.01972,0.019254,0.018049,0.016587,0.01218,0.00826,0.00644,0.00576,0.004967,0.0040175,0.0035351,0.00282674288099027,0.00225074095672521
55,0.023061,0.02113,0.020588,0.019305,0.017791,0.01315,0.00894,0.00701,0.0062,0.005415,0.0043607,0.0037768,0.00310218819367269,0.00248299722555434
56,0.024651,0.022804,0.022144,0.020706,0.019107,0.01449,0.00968,0.00765,0.00677,0.005942,0.0047324,0.0040245,0.00341206272528798,0.00274822667025248
57,0.02643,0.02473,0.023992,0.022282,0.020573,0.01583,0.01046,0.00835,0.00744,0.006489,0.0051322,0.0042739,0.00375470733104562,0.00305240452847172
58,0.028521,0.026891,0.026193,0.024074,0.022234,0.01695,0.01135,0.00909,0.00819,0.007076,0.0055619,0.0045302,0.00413233376028644,0.00340259387112044
59,0.031053,0.029255,0.028769,0.026107,0.024137,0.0183,0.01241,0.00992,0.00905,0.007738,0.0060314,0.0048119,0.0045463708993423,0.00380589470062236
60,0.034115,0.03181,0.031706,0.028398,0.026314,0.01991,0.01372,0.01089,0.01004,0.008496,0.0065642,0.0051423,0.00499340572840824,0.00426940701940197
61,0.037649,0.034566,0.034939,0.030992,0.028765,0.02207,0.01526,0.01204,0.01119,0.009355,0.0071846,0.005533,0.00546279919555108,0.00479937657423386
62,0.04154,0.037539,0.038355,0.033911,0.031457,0.02381,0.01696,0.01333,0.01246,0.010294,0.0079052,0.0059968,0.00594904929729518,0.00538926691625154
63,0.045655,0.040714,0.041839,0.037146,0.034376,0.02607,0.01887,0.01471,0.0138,0.011306,0.0087342,0.0065535,0.00645263954126601,0.00602270183707227
64,0.049881,0.044087,0.045325,0.040699,0.037516,0.02886,0.02106,0.01627,0.01533,0.012423,0.009681,0.007213,0.00697579779624276,0.00668305201552852
65,0.05411,0.04766,0.048856,0.044565,0.040916,0.03239,0.02357,0.01812,0.01712,0.013701,0.0107563,0.007982,0.00752055171955155,0.0073536881304526
66,0.058558,0.051505,0.052574,0.048687,0.044655,0.03592,0.02634,0.02036,0.01927,0.015184,0.0119709,0.008879,0.00809368770883296,0.00802177793555013
67,0.06352,0.055755,0.056699,0.053098,0.048829,0.03959,0.02935,0.02291,0.02172,0.016882,0.0133398,0.0099125,0.00871223695433519,0.00872141079842554
68,0.069206,0.060605,0.06148,0.057891,0.053501,0.04297,0.03265,0.02573,0.02442,0.018828,0.0148837,0.0110837,0.00940158464074007,0.00951832298609476
69,0.075862,0.066241,0.067115,0.063143,0.058686,0.047,0.03637,0.02889,0.02744,0.021093,0.0166275,0.012407,0.0101909301313094,0.0104788435724376
70,0.083546,0.0728,0.07372,0.068975,0.064359,0.05122,0.04058,0.03248,0.03086,0.023751,0.018601,0.0139145,0.0111139981673978,0.0116693016313341
71,0.091947,0.080287,0.081254,0.075521,0.070486,0.05682,0.04517,0.03659,0.03477,0.027074,0.0208415,0.0156392,0.0122097876096495,0.0131476970519972
72,0.100765,0.088489,0.089556,0.082761,0.077039,0.06421,0.05007,0.04109,0.03904,0.030682,0.0233941,0.0176233,0.0135237279748655,0.0148860424265381
73,0.109945,0.097137,0.098294,0.090586,0.084016,0.07104,0.05546,0.04595,0.04362,0.034651,0.026311,0.0199112,0.0151067724567435,0.0168056224556115
74,0.119383,0.105943,0.107193,0.098912,0.091502,0.07908,0.06153,0.05132,0.04869,0.039249,0.0296518,0.0225557,0.0170149901705156,0.0188270661897678
75,0.128923,0.11472,0.116036,0.107624,0.099605,0.08597,0.06845,0.05736,0.05443,0.044495,0.0334821,0.0256061,0.0193094958193007,0.0208710026795566
76,0.138906,0.123403,0.124896,0.11654,0.108313,0.09367,0.07627,0.06424,0.06103,0.050389,0.0378743,0.0291105,0.0220561458435687,0.0228812370626781
77,0.149681,0.132504,0.134146,0.125661,0.117677,0.10181,0.08488,0.07194,0.06843,0.057009,0.0429098,0.0331236,0.0253247965493915,0.0250032922723969
78,0.161507,0.142688,0.144497,0.135159,0.127755,0.11029,0.09419,0.08035,0.07652,0.06445,0.0486813,0.0377085,0.0291894241767978,0.027486554447354
79,0.174899,0.154506,0.156656,0.14525,0.138521,0.12185,0.10412,0.08951,0.08537,0.072705,0.055294,0.0429438,0.033727621833522,0.0305812680997889
80,0.190122,0.168328,0.171023,0.15628,0.150015,0.13156,0.11459,0.09939,0.09506,0.081854,0.0628663,0.0489131,0.0390195056292805,0.03453767774194
81,0.206748,0.183784,0.187472,0.168596,0.162227,0.14435,0.12552,0.11003,0.10568,0.091965,0.0715314,0.0557097,0.0451460161311372,0.0395905518653644
82,0.223945,0.19971,0.204935,0.182137,0.174999,0.15959,0.13696,0.1214,0.11852,0.103075,0.0814414,0.0634426,0.0521874839283418,0.0458602814962635
83,0.240956,0.214886,0.221688,0.196254,0.188162,0.17653,0.14901,0.13349,0.13159,0.115177,0.0927706,0.0722388,0.0602220671414176,0.0534159933423287
84,0.256561,0.228525,0.233556,0.210049,0.201685,0.18736,0.1615,0.14646,0.14489,0.128059,0.1057192,0.0822385,0.0693235884112821,0.0623265722984282
85,0.269637,0.239857,0.240417,0.222569,0.215554,0.20212,0.17456,0.16027,0.15842,0.141622,0.1195473,0.0936,0.0795591892530993,0.0726609032594301
86,0.278798,0.250129,0.246873,0.234271,0.22879,0.21861,0.18821,0.17528,0.17218,0.15584,0.1333896,0.106504,0.0909871698328793,0.0844897598331453
87,0.284376,0.262272,0.259156,0.244958,0.24165,0.23369,0.20247,0.19174,0.18617,0.170705,0.1474734,0.1204218,0.103654135689782,0.0978958333945183
88,0.286855,0.277479,0.285071,0.256439,0.255164,0.24581,0.21738,0.20865,0.2004,0.186321,0.1620554,0.1353127,0.117591969606498,0.112966451180365
89,0.286844,0.298226,0.325255,0.27079,0.271466,0.25996,0.23296,0.22603,0.21486,0.202713,0.1773108,0.1517418,0.132815238244346,0.129788950807156
90,0.28972,0.306885,0.291388,0.277883,0.283701,0.27942,0.24925,0.24388,0.22955,0.219895,0.1935492,0.1698118,0.149318696224486,0.148450669891364
91,,,,,,0.30021,0.26627,0.26223,0.24447,0.23787,0.2110395,0.1895022,0.16707527949112,0.168994151966152
92,,,,,,0.30811,0.28406,0.28108,0.25962,0.256563,0.2299318,0.2108727,0.186034692558165,0.191219659260859
93,,,,,,0.3116,0.30266,0.30045,0.27501,0.275859,0.2501231,0.2338888,0.206122548851386,0.214845915255099
94,,,,,,0.32117,0.32209,0.32035,0.29062,0.295637,0.2714322,0.2583034,0.227240276570904,0.239591581982555
95,,,,,,0.35801,0.34241,0.34081,0.30647,0.315727,0.2935812,0.2836835,0.249265952492919,0.265175321476909
96,,,,,,0.39828,0.36364,0.36182,0.32255,0.335996,0.3162299,0.3095368,0.272056114190465,0.292497384507409
97,,,,,,0.415,0.38583,0.38341,0.33886,0.356369,0.3391737,0.3357864,0.295448461910108,0.320938853882133
98,,,,,,0.434,0.40902,0.4056,0.3554,0.37678,0.3623051,0.3624251,0.319265280434416,0.350640392000743
99,,,,,,0.455,0.43326,0.42839,0.37218,0.397213,0.3855587,0.3893823,0.343317560442081,0.381601998863241
100,,,,,,0.479,0.4586,0.45182,0.38918,1,1,0.4165604,1,0.413823674469623
101,,,,,,,,,,,,0.4438524,,0.447305418819894
102,,,,,,,,,,,,0.4711769,,0.482047231914052
103,,,,,,,,,,,,0.4985037,,0.518049113752097
104,,,,,,,,,,,,0.5258296,,0.555311064334027
105,,,,,,,,,,,,0.5531587,,0.593833083659844
106,,,,,,,,,,,,0.580489,,0.63361517172955
107,,,,,,,,,,,,0.6078194,,0.674657328543142
108,,,,,,,,,,,,0.6351498,,0.716959554100619
109,,,,,,,,,,,,0.66248,,0.760521848401984
110,,,,,,,,,,,,0.6898099,,0.805344211447236
111,,,,,,,,,,,,0.7171393,,
112,,,,,,,,,,,,0.744468,,
