"","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"10",0.001161,0.000712,0.000671,0.000588,4e-04,0.000381,0.000414,0.000492,0.000454,0.000324,0.000399,0.000433,0.000376,0.000291,0.000364,0.000237,0.000318,0.000396,0.000423,0.000381,0.000329,0.000216,0.000388,0.000274,0.00023,0.00035,0.000249,0.000185,0.00022,0.000241,0.000163,0.000148,0.000303,0.00016,0.000149798707986144,0.000272532606579716,0.000228954406851981,0.000282624055655199,0.000133058346084758,9.28095779484443e-05,0.000168745856686555,0.000146327187591455,0.000121496349034711,0.00013927899904826,0.000130975769482646,0.000105678083422279,0.000213620439203623,6.52606619606478e-05,0.000153763358191743,2.2138832619356e-05,0.000154684168075397,6.61091462003768e-05,0.000108720468802661,8.60659264996988e-05,6.35411481885478e-05,0.000126033209750769,8.44331632356899e-05,8.52020086373536e-05,6.60115025043114e-05,8.89521437466643e-05,4.47686440417132e-05,2.36111480035299e-05,7.27398368809158e-05,4.92513790386131e-05,7.56997495599952e-05,5.0332350803902e-05,4.98759336151324e-05,7.50527714799468e-05,4.9338250712321e-05,4.90759911049766e-05,7.34549216327805e-05
"11",0.00096,0.00067,0.00074,0.000546,0.000529,0.000309,0.000434,0.000433,0.000492,0.000389,0.000347,0.000339,0.000302,0.000238,0.000311,0.000405,0.000386,0.000317,0.000353,0.000281,0.000285,0.000347,0.000432,0.000176,0.000239,0.00018,0.000395,0.000248,0.000262,0.000235,0.000225,0.000179,0.000214,0.000185,0.000229919616564824,9.31888285232366e-05,0.000136254367439099,0.000270250605465299,8.68093233213247e-05,0.000110711320232494,0.000115876197870195,0.000144348746571717,7.27563752773837e-05,7.23562823342137e-05,9.20513646614811e-05,8.63110650785431e-05,0.00016750418760469,0.000106368268218225,6.50145741003608e-05,0.000153231543807804,4.42184390891002e-05,0.000132353914367017,8.78850463593619e-05,0.000130089761935736,0.000192878497262197,8.44160126624019e-05,4.18017603766339e-05,8.38987761266033e-05,4.23756869496127e-05,8.75623197447558e-05,4.42833024272785e-05,4.45869989884325e-05,2.35446465359939e-05,7.24946308664015e-05,7.3604053129859e-05,0.000100518928970812,0.000100172484496743,0.00014874957389445,9.91805209456863e-05,9.72733075964374e-05,2.43638002655654e-05
"12",0.000921,0.000685,0.000699,0.000465,0.000529,0.000289,0.000449,0.000435,0.000396,0.000397,0.000519,0.000278,0.00028,0.000264,0.000238,0.000269,0.000255,0.000234,0.000315,0.000393,0.00032,0.000361,0.000274,0.000234,0.000474,0.000203,0.000211,0.000268,0.000325,0.000138,0.000188,0.000224,0.000179,0.000181,0.000183978792262856,0.000264100780857975,0.000186174669074526,0.000135955328963341,0.000145187551204538,0.00025974025974026,0.000154752561707584,9.25497454881999e-05,0.000167442082979512,0.000144196106705119,0.000143071750482867,6.8137683545885e-05,0.000235050268705194,6.24941411742649e-05,0.000148325510928412,0,0.000109324266707481,0.000132497129228867,0.000219905880283239,8.7590601528456e-05,6.4789918688652e-05,0.000192625648105045,0.000147029479410622,0.000124613503430765,4.17336143396699e-05,8.43988690551547e-05,6.54343203009979e-05,8.8222563471999e-05,8.89348385554759e-05,2.34783808134672e-05,7.22536826798891e-05,0.000170983490933295,2.49913311320136e-05,9.95758690328383e-05,0.000122878049679595,7.34257069518848e-05,0.000120764925035173
"13",0.001169,0.000767,0.000739,0.000679,0.000443,0.00068,0.000473,0.000388,0.000453,0.000321,0.000511,0.000454,0.000232,0.000399,0.00017,0.000277,0.000206,0.000211,0.000254,0.000146,0.00035,0.000259,0.000303,0.000274,0.000377,0.000349,0.000252,0.000242,0.000235,0.00017,0.000214,0.000203,0.000208,0.000162,0.000196126501593528,0.000316179223696801,0.000246188474862398,7.42418055607112e-05,0.00017427168956403,0.000165487567746473,8.63949545346552e-05,0.000132365593769993,0.000115052291266381,0.000165949527636523,0.000142456906785697,9.38812871124463e-05,0.000224497126436782,0.000148959940416024,0.000207826755616518,8.45719601666068e-05,0.000107862065990012,0.000109135753964356,0.000176203691467336,0.000109635899178827,0.000174405929801613,6.43756102271386e-05,0.000191619826264691,0.000125239389875439,0.000144608305164841,0.000124601534675569,0.00010517652565124,6.52324585841838e-05,0.00013195948843705,6.6513316520245e-05,9.35664307038242e-05,9.59422427698525e-05,0.000145749577933514,4.96374911971012e-05,0.00012338633804772,0.000121276434472826,4.86023778713374e-05
"14",0.001133,0.000909,0.000704,0.00096,0.000463,0.000542,0.000462,0.00049,0.000405,0.000437,0.000625,0.000436,0.000498,0.000186,0.000459,0.000453,0.000474,0.000432,0.000315,0.000316,0.000207,0.000205,0.000437,0.000379,0.000401,0.000356,0.000329,0.000384,0.000273,0.000313,0.000308,0.000229,0.000187,0.000255,0.000209466263846928,0.000227605267436189,0.000365545659976073,0.000350551241827774,0.000351289138694499,9.65167118686601e-05,0.000144435617823355,0.000172243034922275,0.000131535679052943,9.12283902750536e-05,7.03539978659287e-05,0.000210765429785839,0.000208799749440301,0.00026832431465498,0.000127542886295517,0.000124458088738617,0.000147790011506508,0.000107724956640705,0.000195867202037019,0.000197439863108362,0.000174584815485673,0.000151223832876061,0.000213350970346882,0.000190287916188744,0.000145280963005241,0.000102838338132456,0.000165698795835782,0.000104923261749438,0.000238581955612912,0.000197470187486972,6.63298583857523e-05,9.32267828893893e-05,0.000119457900049575,7.2432713027627e-05,7.38120867292019e-05,0.000121740771288657,0.000168579238262671
"15",0.001293,0.001145,0.000964,0.000709,0.000651,0.00037,0.000475,0.000593,0.000553,5e-04,0.000579,0.000436,0.000739,0.000498,0.000418,0.00046,0.000321,0.000552,0.00041,0.000376,0.000376,0.000309,0.000407,0.000455,0.000395,0.00056,0.000406,0.000378,0.000383,0.000384,0.000295,0.000414,0.000305,0.000481,0.000332681172621924,0.000288489277815175,0.000340773555972057,0.000298141584125617,0.000349247371913526,0.000257874378338552,0.000308077404447868,0.000329197786144888,0.000192174237975765,8.67246276261301e-05,0.000180285752918376,0.00018499248468031,0.000277983691623425,0.000253470822051961,0.000200438738126789,0.000191015886154532,0.000186530430367154,0.000126520886489678,0.000429774798005845,0.000130222463374932,0.000306084523054724,0.000283407318994013,0.000171764585899738,0.000190732013573762,0.000168039867458555,0.000103287112350556,0.000204939030638385,0.000289404189125638,0.000230547550432277,0.000173328530688629,8.77202600905712e-05,0.000132357563959035,0.000162522818493936,0.000142496660234526,4.79179644448704e-05,7.28018394598103e-05,7.25222325969305e-05
"16",0.001641,0.001308,0.000957,0.001087,0.000926,0.000661,0.000497,0.000501,0.000689,0.000571,0.000643,0.000474,0.000626,0.000626,0.000477,0.000373,4e-04,0.000471,0.000492,0.000469,0.000492,0.000407,0.000574,0.000425,0.000648,0.000652,0.000608,0.00065,0.000479,0.000414,0.00062,0.000356,0.000367,0.000562,0.000601884361038019,0.00058361002231914,0.000528147881406794,0.000404455481585142,0.000429071225823487,0.000400114815555768,0.000367633542884453,0.000345874485992083,0.000367227027909254,0.000358320950182849,0.000299503679616635,0.0003548458638279,0.000387946280850287,0.000437118240484051,0.000274895196206446,0.000399369883073373,0.00038144482824387,0.00037223922574241,0.000210163507208608,0.000235518300842513,0.000151248338969135,0.000217392485828727,0.000303002429430193,0.000319558583077243,0.000315625846600578,0.000292412928828782,0.000246721939234442,0.000306327188069577,0.000123731749566939,0.000229841226725311,0.000259196060219885,0.000152988744399519,0.000197912572121265,0.00025414061484701,0.000235972886715316,0.000165813418450888,0.00026536317060741
"17",0.001816,0.001288,0.001127,0.000987,0.001046,0.000603,0.000691,5e-04,0.000792,0.000712,0.000604,0.000565,0.000545,0.000304,0.000684,0.00061,0.000444,0.000501,0.000452,0.000412,0.000345,0.000309,0.000516,0.000651,0.000723,0.000642,0.000682,0.000728,0.00056,0.00046,0.000477,0.000696,0.000601,0.000396,0.000377560806167833,0.000522811495702182,0.000409642350716874,0.000398988166010996,0.000322435029341588,0.000411032101607136,0.00039942690921721,0.000220139054502761,0.000342928994646497,0.000301753186010722,0.000186743300584092,0.000399768555047078,0.000328331746396559,0.000430619298543827,0.000366518532093279,0.000296895161750768,0.00033217073575818,0.00021134499957731,0.000288356573500031,0.000272128779711753,0.000277235746350618,0.000406991688801302,0.000581351534660394,0.000385503979525455,0.000232202839735183,0.000334236817229908,0.000249335753967945,0.000122688096187467,0.000203398276708101,0.000205620111703126,0.000291726683354128,0.000279784995991542,0.000130508193467521,0.000174916436405577,0.00020615486811815,0.000256347514011722,0.000117487414160758
"18",0.001668,0.001532,0.001175,0.00107,0.001082,0.00085,0.000706,0.000696,0.000655,0.000702,0.000565,0.000636,0.000708,0.000599,0.000362,0.000516,0.000569,0.000493,0.000461,0.000695,0.00076,0.000464,0.000574,0.000777,0.000463,0.000794,0.000538,0.00064,0.000478,0.000575,0.000575,0.000654,0.000536,0.000522,0.000560415010034458,0.000451725591760525,0.000537778972842162,0.000267100311878894,0.000445342197763746,0.000465837262161967,0.000295547090503087,0.000329258042994169,0.000436236731132761,0.000394355088589054,0.000474317674262337,0.000305216143899238,0.000310974282426843,0.00049926737938894,0.000473127485327415,0.000250949616161155,0.000295807497582343,0.000308655584461396,0.000420424208025898,0.000491611872426719,0.000416033948370187,0.000253516886601368,0.000359688446331046,0.000573186038674136,0.000274646920257323,0.000271453293067762,0.000165575763847567,0.00034996345969759,0.000243280639422614,8.08246131153089e-05,0.000245336686268046,0.000144746228843788,0.000149075730471079,0.000128830008803384,0.000128847299843773,0.000290883053824553,0.000252361588272069
"19",0.002018,0.00181,0.00163,0.001311,0.001054,0.000982,0.001024,0.000761,0.000877,0.00056,0.000829,0.000661,0.000669,0.00063,0.000583,0.000594,0.000615,0.000374,0.000541,0.00058,0.000597,0.000505,0.000722,0.00065,0.000666,0.000794,0.000802,0.000476,0.000712,0.000511,0.000519,0.000673,0.000571,0.000503,0.000611302992328147,0.000498809658768847,0.000738135229386821,0.00053683863397575,0.000297602731679811,0.000443887823205821,0.000513627170877339,0.000360537528679122,0.000463380100399022,0.000393891107013052,0.00044202151171357,0.000405127759932865,0.000358737244897959,0.000552604918183772,0.000322674324803975,0.000245906220309618,0.000362483008608971,0.00027122321670735,0.000328116284411195,0.000375007812662764,0.000324471213319543,0.000307719923582886,0.000372640911314051,0.000393028908310493,0.000291077689155017,0.00029081089502246,0.000349171872151746,0.000366249125707382,0.00024256941654475,0.000219226131754905,0.000199157067710914,0.000220958961894623,0.000161335047518213,0.00020695578389677,0.000103771847216709,0.000247750886483641,0.000173736474344009
"20",0.002554,0.001803,0.001604,0.001373,0.001318,0.001177,0.000645,0.00072,0.000718,0.000558,0.000822,0.000686,0.000739,0.000701,0.000474,0.000479,0.00052,0.000561,0.00053,0.000541,0.000776,0.000633,0.000503,0.000716,0.000622,0.000439,0.000431,0.000719,0.000439,0.000637,0.000611,0.000619,0.000453,0.000471,0.000484492337988106,0.000518640551589481,0.000257269762479475,0.000436625337820035,0.000474481323037599,0.000390292641422539,0.00039617453865475,0.000416820302355035,0.000324522546203897,0.000371590237311038,0.000403236410494666,0.000502287200645798,0.000433704496384224,0.000393104939363563,0.000425639726374462,0.000426921681217581,0.000288795832453987,0.000247421752870655,0.000313262178067172,0.000302741977337601,0.000308950289898355,0.000319278430746513,0.000300716456958704,0.000241815429335738,0.000221877080097626,0.000407296720752277,0.000305219249160647,0.000240807306495025,0.000258543109577531,0.000297424305514247,0.000274328263159184,0.000234355546658725,0.000214820673560457,0.000352726773921734,0.000380588961417794,0.000159688607215929,0.000160384521891234
"21",0.002803,0.001756,0.001781,0.001388,0.001066,0.001117,0.000738,0.000765,0.000968,0.000879,0.000845,0.000671,0.000689,0.000418,0.000563,0.000461,0.000535,0.000795,0.000622,0.000664,0.000586,0.000755,0.000446,0.000481,0.000729,0.000574,0.000571,0.000312,0.000527,0.000745,0.000488,0.000469,0.000618,0.000434,0.000468539207845608,0.000484121592603871,0.000412613755320043,0.00049930777785343,0.000466330206915226,0.000473546327342718,0.000390280455535348,0.000300673350054992,0.000412816360229907,0.000303342353777011,0.000463070155128502,0.000411247622474683,0.000440105977519387,0.000335276696406951,0.000214251628799314,0.000301522689582391,0.000254458321847367,0.000264573595555164,0.000267302252021473,0.00030994708760433,0.00027760279311118,0.000282522217093099,0.000429351021294347,0.000234492933457745,0.000236057253719746,0.000276845347267883,0.000259715611405511,0.000398421255773996,0.000196628315952209,0.000371571822144214,0.000311758659827461,0.000153463969537402,0.000189723170179312,0.00015220157195686,0.000228869503853829,0.000174219400298109,0.000194992115006349
"22",0.002359,0.001976,0.001833,0.001387,0.001208,0.001014,0.000929,0.000787,0.000934,0.000735,0.001015,0.001031,0.000882,0.000641,0.000571,0.000565,0.000527,0.000538,0.000507,0.000623,0.000486,0.000423,0.000657,5e-04,0.000687,0.000546,0.000471,0.000452,0.00053,0.000469,0.000361,0.000522,0.000468,0.000547,0.000515879949743308,0.000371762233806118,0.000469505610592047,0.000473915536021403,0.000378160476179672,0.0004358444486192,0.00055042505045563,0.00038986050791027,0.00045459176875387,0.000422168539062317,0.000297346573080745,0.000275212277705377,0.000471523357246304,0.000365595703380019,0.000166344758753893,0.0001547089537807,0.000319565391068147,0.000357793048291538,0.000327342957216276,0.000484304143001805,0.000327507341622908,0.000400866081718661,0.000374467246433939,0.000171375934534393,0.000381773193318015,0.000212797341967747,0.000194251137583224,0.000254893214448524,0.000352578228294403,0.000271284313226806,0.000327253477068194,0.000267575148002504,0.000205877811518864,0.000166698694425086,0.000111266420489711,0.000277822795360359,0.000151953312344782
"23",0.002221,0.001823,0.00136,0.001415,0.001292,0.001029,0.001083,0.001173,0.001064,0.000661,0.00094,0.000715,0.000933,0.000911,0.000717,0.000554,0.000725,0.000545,0.000415,0.000664,0.000467,0.000576,0.000259,0.000496,0.000588,0.000547,0.000713,0.000294,0.000673,0.000374,0.000409,0.000512,0.000431,0.000483,0.000681152510047,0.000366343063627129,0.000648382286195941,0.000516913244727093,0.000366989311436304,0.000468791350043477,0.000316329374195055,0.000428121464175407,0.000370730803095602,0.000277824939418728,0.000444488723014553,0.000367371305239633,0.000461765057123522,0.000451735416893231,0.000260138914180172,0.000293836773672225,0.000269179004037685,0.000138876489202353,0.000270700802731996,0.00034505812072721,0.000304030576789437,0.000363673314400928,0.000226609636574795,0.000211191214445479,0.000372293888795815,0.000262776942261806,0.000171273609591322,0.000229079767484036,0.000231832539628875,0.000135251325946035,0.000305172434346204,0.00015075601787401,0.000260382762661112,0.000182352391437643,0.000179923262728446,0.000125757351190877,9.072969356046e-05
"24",0.002659,0.001998,0.001737,0.001553,0.0016,0.000911,0.001289,0.001024,0.001158,0.000937,0.000999,0.000672,0.000848,0.000754,0.000522,0.000595,0.000709,0.000649,0.000467,0.00065,0.000606,0.000587,0.000601,0.000589,0.000572,0.000564,0.000523,0.000461,0.000552,0.000537,0.000512,0.000605,0.000513,0.000429,0.000566411781365052,0.000545293436030264,0.000467890981401334,0.000454737389157761,0.000532940420395943,0.000351824516050081,0.000318353053536372,0.000376815307745062,0.000333525363087838,0.000425803704492229,0.000514504486781775,0.00037553607775099,0.000377162081632961,0.000363880868567812,0.000300420588824354,0.000259239736266775,0.000365710942071387,0.000420489296636086,0.000373512094911389,0.000267916945746819,0.000212770484478393,0.000149830370616124,0.000209403253079537,0.000462556782615909,0.000281412691712396,0.000292890763186377,0.000258898479433752,0.000299347982675235,0.00024451257358888,0.00020974154121898,0.000152411071711791,0.000130910246999584,0.000238975530284404,0.000144884228446207,0.000195026816187226,0.000104904504118595,0.000158775663219177
"25",0.002144,0.002445,0.001766,0.001644,0.001377,0.001634,0.000999,0.000913,0.000966,0.00097,0.001059,0.000909,0.001001,0.000593,0.000703,0.000678,0.000644,0.000634,0.00062,0.000533,0.000398,0.000413,0.000492,0.00076,0.000635,0.000744,0.000488,0.00069,0.000562,0.000515,0.000398,0.000493,0.000488,0.000455,0.000481407850513947,0.000498012244232074,0.000512952038984355,0.000468909617671194,0.000439177923989687,0.000313809172642116,0.000368103805273087,0.00031860904394529,0.000389209903895093,0.000284025083899515,0.000179174007823932,0.000341796512189504,0.000400311353274769,0.00037459637240873,0.000299582948999945,0.000349408916582781,0.000344317047137004,0.000200198378393135,0.00036028861013928,0.000194707840884752,0.000244389230581239,0.00027244244653317,0.000293186809734849,0.000265911206111867,0.000157486515217135,0.000295351445145391,0.000324802017381419,0.000309739955087707,0.000184613822498425,0.000185925443896997,0.000282141832699298,0.000187105178837469,0.000164493975408151,0.000233379036728026,0.000229387139321808,0.000206999605407002,0.000206257331803591
