"","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"0",0.069991,0.066801,0.066393,0.057781,0.052804,0.045148,0.043106,0.041685,0.038743,0.037372,0.03843,0.036574,0.035888,0.032805,0.028138,0.028991,0.027646,0.02517,0.025496,0.023905,0.0222458823339625,0.022353,0.021394,0.022307,0.02203,0.022026,0.020089,0.019591,0.017591,0.016143,0.01485,0.012664,0.013385,0.012228,0.010607,0.01042,0.010139,0.010089,0.009107,0.008603,0.008882,0.007495,0.007468,0.00714,0.00654,0.006471,0.005596,0.0056,0.004902,0.004809,0.004744,0.004479,0.004325,0.004248,0.00366240742247904,0.00336981792534155,0.00403721726110903,0.00426772145310711,0.00396742534975987,0.00309151405590925,0.00326990083087644,0.00297666507202466,0.00351470272590685,0.00343651558147406,0.00278411200084849,0.0032258064516129,0.00263178466268859,0.00300808897876643,0.00282021727934865,0.00274493243243243,0.00283152430391694
"1",0.006372,0.005751,0.006447,0.004656,0.004573,0.003276,0.003213,0.003845,0.002725,0.002805,0.00285,0.002422,0.002653,0.002546,0.001982,0.002057,0.001922,0.002246,0.002012,0.001859,0.001444,0.001377,0.001744,0.001581,0.001313,0.00152,0.001101,0.001121,0.001341,0.001038,0.001017,0.000989,0.000978,0.000947,0.000858120252797588,0.000709392804096743,0.00065359477124183,0.000688437579808792,0.000572075834372604,0.00069759330310429,0.000659475246125583,0.000424358158285593,0.000515089789515581,0.000667042357189682,0.00051753428664649,0.000567474954711133,0.000645675053268192,0.000496422520315552,0.000350063449000131,0.000339393390879368,0.000392478269401702,0.00037773265971009,0.000344157919319551,0.0004339003815771,0.000363730839179008,0.000370848647395782,0.000394328245403611,0.000232894392097117,0.000387478002550897,0.000357953274313657,0.000360709696327524,0.000389045767992556,0.000419403987614476,0.000342993209394056,0.000182820131108151,0.000179627081348614,0.000155311156194488,0.000154101013214162,0.000175133539323734,0.000266107035507146,0.000165727543917799
"2",0.004442,0.003035,0.003246,0.002821,0.002553,0.001538,0.001679,0.001658,0.001352,0.001629,0.00162,0.001315,0.001496,0.001294,0.001119,0.001002,0.000956,0.001107,0.00107,0.00089,0.001017,0.000942,0.000837,0.000881,0.000815,0.000682,0.000644,0.000805,0.000709,0.000803,0.000552,0.000625,0.000629,0.000637,0.000485601903559462,0.00044188615617187,0.000356038185095352,0.00056607881558894,0.00068675993309629,0.000433478206312812,0.000347523892267593,0.000351514441384967,0.000327125733112134,0.00030046340702391,0.00049857227031682,0.000310648589877294,0.000172905679951586,0.000428430658497922,0.00036568970153267,0.000239904910417325,0.000271198698246248,0.000253540929573245,4.70422203928025e-05,0.000220450453760517,0.000279489296830337,7.7144124510617e-05,0.000289002154379696,7.81201683489628e-05,0.000256455464905672,0.000179596549180591,7.63373346819596e-05,0.000153852564369669,0.000232446271012981,0.000156779231977737,0.000131353831098676,0.000129702106686468,0.00015293442936341,0.000128240065402433,0.000152259628042417,7.3671156514372e-05,7.20128182816541e-05
"3",0.00331,0.002176,0.002362,0.001864,0.001748,0.001295,0.000955,0.001222,0.001067,0.001124,0.001048,0.000974,0.00063,0.000857,0.000845,0.000858,0.000884,0.000709,0.000658,0.000929,0.000671,0.000699,0.000716,0.000558,0.00063,0.00066,0.000554,0.000567,0.00059,0.000376,0.000282,0.000552,0.000232,0.00058,0.000342055755088079,0.000267695265444192,0.00032720218758034,0.000378657103718635,0.00039150861318949,0.000243225613868282,0.000295699841914315,0.000161496845043777,0.000465008137642409,0.000369114356241493,0.000250156347717323,0.00049037089871612,0.000197569890348711,0.000258175559380379,0.000213360643495701,0.000235886988688147,0.000217893406545518,0.000203006755613701,0.000206552297894314,9.37229082218421e-05,0.000195169553549646,2.51834456619941e-05,0.000306045352095614,0.000104025798398003,0.000154738878143133,0.000101925435173831,0.000102301136181994,5.06773342455254e-05,7.67457254229809e-05,0.000154630706436825,0.000130235889755319,7.82965285276664e-05,0.00018033916644661,0.000176913429308869,2.53227863928007e-05,4.98118047750841e-05,2.43792435120738e-05
"4",0.002358,0.001798,0.001671,0.001542,0.001438,0.001054,0.000815,0.000795,0.001057,0.000793,0.000808,0.000672,0.000691,0.000782,0.000474,0.000594,0.000702,0.000596,0.000446,0.000514,0.000582,0.000515,0.000398,0.000796,0.000376,0.000561,0.000253,0.000303,0.000473,0.000334,0.000354,0.00039,0.000376,0.000533,0.000240987083092346,0.00026890591959713,0.000293154834611814,0.000398112478484362,0.000178233262782667,0.000173792144595064,0.000198563722407916,0.000113446855820391,0.000229515721826945,0.000253085922670747,9.08987615043745e-05,0.000223934073808671,0.000198353664583953,8.73152736242387e-05,0.000128493414712496,0.000191235059760956,8.57743277437063e-05,0.000217836448394545,0.000134983127109111,0.000183099880985077,4.6691880282019e-05,0.000146611443023128,9.99778174217595e-05,0.000101023494276388,7.7367194375405e-05,7.69183927901827e-05,7.61808024377857e-05,7.65230477854549e-05,0.000151714372408213,5.10342407859273e-05,5.13990169938e-05,0.000103699814960643,5.18976707676639e-05,5.11030268961618e-05,7.49077698084234e-05,9.93745613544753e-05,0.000247060749149957
"5",0.001767,0.001298,0.00141,0.001096,0.000924,0.000712,0.000557,0.00072,0.000901,0.00068,0.000882,0.000554,0.000631,0.00053,0.000612,0.000603,0.000594,0.000562,0.00058,0.000297,0.000417,0.000551,0.000452,0.000429,0.000357,0.000359,0.000395,0.00037,0.000429,0.000435,0.000314,0.000291,0.00039,0.000243,0.000208094891270419,0.000337626006848985,0.000294204177699323,0.000195656427313637,0.000210953156679597,4.45345031062816e-05,0.000173475583311649,0.000176188168964454,0.000180942256802298,0.00018224064877671,0.000249826824587502,0.000179203440706062,0.000266169816342827,8.77674163466813e-05,6.52351182386518e-05,0.000234844522251518,0.000106149224579914,0.000149971612516202,8.6977320663637e-05,8.97867564534231e-05,6.83768475994028e-05,2.29934612344614e-05,0.00014559661245215,0.000198258423659665,0.000125230110327727,5.12652914752228e-05,2.55092279632157e-05,0.000126496613053186,5.09012706229679e-05,0.000176714684674735,0.000101832021715679,5.11656167055739e-05,5.15714796824486e-05,0.000103038011366381,7.58358532955418e-05,0.00014735226400614,7.39884393063584e-05
"6",0.001243,0.001402,0.001285,0.000811,0.000841,0.000508,0.000792,0.000763,0.000625,0.000596,0.000576,0.00041,0.000555,0.000463,0.00051,0.000497,0.000219,0.00036,0.000457,0.000427,0.000346,0.000513,0.000394,0.000327,0.000491,0.000453,0.000342,0.00028,0.000388,0.00025,0.000283,0.000196,0.000438,0.000391,0.00030962491153574,0.000185266668210556,0.000169300908178443,0.000318771992202347,0.000146771037181996,0.000304831580551745,0.00017801117020093,0.000151618527784095,0.000241840627026789,9.00535818812193e-05,0.000112784074888626,8.97565353977336e-05,0.000177833103632241,8.85621927998937e-05,0.000153285230967996,0.000173464298878987,0.000128038240754572,0.000212327749113532,0.000106957591315044,0.00013027052846411,0.00011207621182404,2.27465297325577e-05,6.86082810195191e-05,0.00014445822147853,4.9250166219311e-05,0.000149531312791469,0.000102077598114116,5.08735950143877e-05,2.52564317081872e-05,7.62316170631769e-05,0.000126039034288919,0.000101551516767107,0.000152862834268026,7.69149416888598e-05,5.10329385722898e-05,2.48966787830503e-05,2.44392714653176e-05
"7",0.001295,9e-04,0.000824,0.000579,0.000662,0.000626,0.000439,0.000575,0.000541,0.000393,0.000413,0.000492,0.000627,0.000492,0.000359,0.000203,0.000306,0.000439,0.000342,0.000457,0.000341,0.000379,0.000401,0.000331,0.000327,0.000363,0.000371,0.000342,0.000297,0.000203,0.000232,0.000151,0.000275,0.000313,0.000173818576860402,0.000465008137642409,0.00034841991568238,0.000120958474955548,9.80175941581514e-05,0.000293405706740996,9.38306357025569e-05,0.000111159280132502,6.4882400648824e-05,0.000131593376466718,6.69814796208848e-05,0.000178360421822398,0.000111424337303754,0.000133238585894475,0.000110748103438729,0.000131273793375049,0.000108324757623355,6.40293681368521e-05,8.48446282744724e-05,0.000128180478113183,0.000130078480683346,8.95658574951229e-05,2.26232187750093e-05,6.81011415453852e-05,0.000215354797028104,4.90362837852333e-05,7.45795577432226e-05,7.63793635689531e-05,0.000101559896535855,5.0439453740716e-05,0.000101488068808911,2.51588150198126e-05,2.53022031893427e-05,0.000152039226120339,0,0.000125526032530071,9.89394923167301e-05
"8",0.001146,0.000854,0.000719,0.000689,0.000656,0.000492,0.00054,0.000555,0.000457,0.000468,0.000453,0.000269,0.000664,0.000217,0.000364,0.000399,0.000345,0.000286,0.000329,0.000324,0.000352,0.000427,0.000264,0.000321,0.00022,0.00031,0.000236,0.000387,0.00031,0.000314,0.000203,0.000143,0.000189,0.000216,0.000124854336607291,0.000130349771887899,0.000177643558200471,0.000139437601673251,0.000241703526454451,0.000293635451586855,0.000122161277318316,0.000164074677417465,0.000110784911095109,0.000172384071711774,0.00015248717473941,4.40839358137894e-05,0.00013265238442661,0.000133446021084471,8.87094985695593e-05,0.000243118100142556,0.000131101691211817,0.000151497116144182,0.000106463392562467,0.000105841386098792,8.53224120645891e-05,0.00010769711264041,0,6.7416866576403e-05,9.02641637166269e-05,2.3805556216821e-05,2.4437106524402e-05,9.90341079657466e-05,0.000101525741534498,0.000126678891179666,2.51652254332351e-05,0.000101155703917255,0.000100179070087782,0.000125648661213515,0,7.50530061856186e-05,2.49138913629767e-05
"9",0.000865,0.000721,0.000602,0.000552,0.00057,0.000169,0.000322,0.000367,0.000578,0.000339,0.000357,0.000355,0.000436,0.000257,0.000389,0.00032,0.000314,0.000526,0.000305,0.000274,0.000324,0.000352,0.000376,0.000231,0.000224,0.00025,0.000247,0.000345,0.000161,0.000163,0.000264,0.000202,0.000107,0.000151,0.000273181392444583,0.000103920936951168,0.000239403667228903,6.66081994693547e-05,0.00013934369121438,0.000120681124265354,0.000317627081373615,0.000219600570961485,0.000116791049133994,0.000110123668880152,0.000128246232766912,0.00012928805378383,0.000196590251307871,0.000176188168964454,6.65801125203902e-05,8.8519075860848e-05,0.000132388958760839,0.000109092892598047,0.000107927257028763,8.49437247823317e-05,6.33171874505335e-05,0.000106054379383029,6.43116111934359e-05,0.000154906240231917,6.70349866767964e-05,0.000134719068642172,7.11378800318935e-05,7.30082438475345e-05,0.000148169641892497,7.59404753240918e-05,0.000126265017645536,0.000125251677589657,0.000125841565469074,4.98141310236181e-05,4.97989367926995e-05,7.40420805824644e-05,4.96441137594867e-05
