"","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"11",0.001345,0.000953,0.000911,0.000788,0.000802,0.00065,0.000761,0.000513,0.000463,0.000533,0.000585,0.00052,0.000455,0.000379,0.00066,0.000394,0.000468,0.000561,0.000562,0.000498,0.000492,0.00048,0.000368,0.000633,0.000375,0.000455,0.000405,0.000492,0.000332,0.000371,0.000344,0.000204,0.000274,0.000392,0.000286548346078765,0.000336599596080485,0.000199485327854136,0.000208168533244515,0.000318177479398008,0.000331158724376594,0.000137696791664754,0.000278125434570992,0.000252221266838636,0.000152883491858954,0.00012388503468781,0.000141719052101997,0.000102279817123687,0.000269992419443608,8.35160246372273e-05,0.000147119092905707,0.00012685794024991,0.000125462643497899,8.26582906265498e-05,0.000287574718074071,0.000100669451854835,0.000139158093534119,5.99256921417442e-05,0.000142550949236589,0.000188744534272862,8.48210144063192e-05,0.000106832470661133,0.000112361444294005,0.000138786485665958,7.03440998886218e-05,2.37918215613383e-05,7.19527989638797e-05,9.4661673263402e-05,9.50432001045475e-05,7.03527604664388e-05,9.37435002065286e-05,7.08466170740347e-05,2.32480420789562e-05,0.00011651,6.9417328300577e-05,4.54109406308715e-05,0.000112159176303009
"12",0.001628,0.001153,0.001073,0.000652,0.000834,0.00067,0.000418,0.000508,0.000715,4e-04,0.000533,0.000661,0.000431,0.00038,0.000399,0.00035,0.000373,0.000426,0.000399,0.000348,0.000533,0.000404,0.000326,0.000385,0.000356,0.000451,0.000423,0.00036,0.000373,0.000348,0.000417,0.000312,0.000377,0.000193,0.00027114967462039,0.000231863378962857,0.000168332850155708,0.000259100919808265,0.00035328712891863,0.000148231283153515,0.000198423634459571,0.000183192122738722,6.90965624460183e-05,0.000181764478676755,0.000129724120038052,0.000163185378590078,0.000220606668337929,0.000162942745992627,0.000124218458862987,0.000124921923797626,0.000209850376681426,6.3302490953019e-05,0.000104139546992971,0.000185229015096165,0.000102342622632048,6.00993141165777e-05,9.89161265434007e-05,9.9259277640607e-05,0.00012147869946929,0.000104342472864436,0.000126777191726732,0.000106495422028046,6.7223313044964e-05,4.61238656411794e-05,0.000116796505448557,9.4785887566165e-05,0.000190876690675375,9.4102978065184e-05,0.000211593564029094,6.91828069194338e-05,9.29530006390519e-05,9.39160038740352e-05,0.000138775,9.27635717453756e-05,0,0.000178223336118073
"13",0.001043,0.001007,0.001188,0.000699,0.000689,0.000746,0.000775,0.000418,0.00069,0.000458,0.000631,0.000355,0.000529,0.000432,0.000399,0.000597,0.000452,0.000495,0.000525,0.000496,0.000346,0.000422,0.000545,0.000514,0.000484,0.000467,0.00031,0.000332,0.000465,0.000359,0.000287,0.000309,0.000359,0.000251,0.000351932428973637,0.000202630823525439,0.00030326545538876,0.000280235023773271,0.000298492612307845,0.000103703242800402,0.000359366247053725,0.000220055894197126,0.000227531285551763,0.000182381907714755,0.00026914278024492,0.0002130787752232,0.000242576158806525,0.00022001980178216,0.000162558673521224,0.000165231220439102,0.000145531658333247,0.000209402156842215,0.000147143833096852,0.000165923467800477,8.19840131174421e-05,8.17544505078995e-05,3.98618785906833e-05,9.82627151953463e-05,9.8639271253064e-05,0.000100762520372922,0.000124890070719003,4.21367548378262e-05,0.00010625214164473,0.000111685983688262,9.19328889910365e-05,0.000186056788020269,9.43763492868687e-05,4.74175231456785e-05,0.000116472061264304,0.000115711946679935,0.000114297797195704,4.62315507217901e-05,7.00458e-05,0.000184241586780666,0.000115446445836857,0.000135570625234777
"14",0.001079,0.000674,0.001227,0.000893,0.000769,0.00069,0.000586,0.000627,0.000704,0.000472,0.000843,0.000526,0.000578,0.000548,0.000468,0.000569,0.000317,0.000348,0.000391,0.000543,0.000414,0.00046,0.000514,0.000667,0.000581,0.000714,0.000305,0.000371,0.000618,0.000376,0.000358,0.000423,0.000494,0.000546,0.000404826780848579,0.000318562645344207,0.000405617806621711,0.000320672700064135,0.000261052788603181,0.000297864312876674,0.00020703505103414,0.000274258710351157,0.000284218235879273,0.000270185076777593,0.000135095580122937,0.000265052789680611,0.000337403260159001,0.000161326100546492,0.000199884067241,0.000304540701864804,0.000165091419373478,0.00014526588845655,0.000208668071698349,0.000104741654708661,0.000165272182625762,0.000163024927530325,0.000243828101188662,0.000138628273236327,9.77104010279134e-05,0.000255204703618999,8.03428631685719e-05,0.000145214281824617,0.000105082305715952,0.000105961387670333,8.89961787265759e-05,6.86652056236803e-05,0.000162050635035926,0.000140739763381273,9.39333718851547e-05,2.29106227966424e-05,0.000160761088926719,0.000204587883282613,0.000160996,0.000185978932074101,4.58806357909105e-05,6.79719162699278e-05
"15",0.001449,0.001007,0.000819,0.001005,0.000921,0.000659,0.000532,0.000674,0.000688,0.000672,0.000872,0.00088,0.000589,0.000756,7e-04,0.000612,0.000644,0.000752,0.00051,0.000533,5e-04,0.000373,0.000573,0.000586,0.00084,0.000715,0.000562,0.000368,0.00054,0.000543,0.000435,0.000433,0.000362,0.000508,0.000325024570309779,0.000402551557564873,0.000302723716809929,0.000405309555172763,0.000391020741872989,0.000316217297086151,0.000336910530435903,0.000247805885389778,0.000272505266688327,0.000194744073829642,0.000177698800533096,0.00019957202887142,0.000196555903774965,0.000419903422212891,0.000322437628471243,0.000359511064951666,0.000243304069260558,0.000185366356006385,0.000206872297730611,0.000124693461906147,0.000104261153336878,0.00016361005588306,0.000202423003350101,0.000161324880581778,0.000196740985573967,9.72485941500108e-05,0.000156580286541924,0.000160218297430249,0.00028969088430729,0.000146781680597821,0.000105631757131464,0.000265717464833954,0.00013654673311941,0.000183839898428456,0.000115744089817414,2.29697603105512e-05,6.81276257522425e-05,0.0001142680843527,6.7871e-05,6.86471365563164e-05,0.000208154450602347,8.99465099348731e-05
"16",0.001677,0.001336,0.001444,0.001224,0.000846,0.000666,0.000911,0.000958,0.000763,0.000809,0.000943,0.001001,0.000935,0.000779,0.000691,0.000948,0.00081,0.000908,0.000749,0.000549,0.000836,0.000736,0.000684,0.000741,0.000563,0.000625,0.000981,0.000774,0.000959,0.000632,0.000797,0.000704,0.000581,0.000661,0.000472845692146948,0.000446349553265663,0.000603486293897825,0.000382013529645842,0.00059012468491557,0.000460903015369343,0.000519875972446573,0.00045493655613027,0.000246098316277353,0.000352240352240352,0.000426675769083074,0.000393451222977551,0.000306815691431076,0.000325510237296963,0.000397884927490707,0.000261846014401531,0.000299326515340484,0.000283418021337328,0.000184799236163157,0.000412243635988869,0.000414155846845168,0.000270433317384702,0.000284188945050038,0.000361393170672944,0.000360334209979756,0.000273925697654511,0.000290618824349983,0.000331719453150725,0.000299808871844199,0.000413084449952237,0.000167428816592196,0.000273336785086325,0.000154092956576055,0.000135478790513098,0.000248227150408729,0.000269864561723085,0.000227437490227295,0.000158022907677938,0.000295416,0.00029257039975244,0.000454887912775243,0.000294534960450185
"17",0.001582,0.001633,0.001302,0.001448,0.00128,0.001189,0.001075,0.000867,0.000853,0.001013,0.001245,0.001281,0.001275,0.001028,0.001033,0.001007,0.001367,0.001133,0.000661,0.001197,0.001456,0.001158,0.001168,0.001049,0.001394,0.001225,0.001447,0.001669,0.001501,0.001613,0.001705,0.001471,0.001406,0.001068,0.00135542729473096,0.00131991170245853,0.00103077715982431,0.00111222677068047,0.0011437103871142,0.000925466308819694,0.000548716269437389,0.0008895972719017,0.000687616035205941,0.000445976079464829,0.000572152519514488,0.000797163775199815,0.000755425574393231,0.000720060223218669,0.000758010547175328,0.000522668116199576,0.000703977472720873,0.000577441932240176,0.000585013566262873,0.000592871234501017,0.000451226515710887,0.000599071439269133,0.000659535439724644,0.000422069194224686,0.000518014708629179,0.000557026869086252,0.000350439144052391,0.000443531669125375,0.000466088425713516,0.000318255166052119,0.000411445381911318,0.000290858473979853,0.000292476308113345,0.000327975489298433,0.000596657063066099,0.000282521942990332,0.000223138329028623,0.000226909800517922,0.000382816,0.000294257452635868,0.000291256969863305,0.000311799668712852
"18",0.002314,0.002099,0.00161,0.001797,0.001549,0.001724,0.001223,0.001199,0.001282,0.001549,0.001572,0.001473,0.001504,0.001404,0.001104,0.001186,0.000898,0.001198,0.001257,0.001637,0.00164,0.00143,0.001276,0.001771,0.0016,0.001423,0.001592,0.001579,0.001317,0.001435,0.001877,0.001455,0.001856,0.001547,0.00157493063681658,0.00152808788730723,0.00127508424663772,0.00113734169433173,0.0010485089585839,0.000983206203713982,0.00127759006169415,0.00120117998268888,0.000957025858102512,0.00102867679169295,0.000981030081585665,0.000706107832753316,0.00112068070976445,0.000967294691701686,0.00100252811437538,0.00071399980527278,0.000626409421197695,0.000682415751761235,0.000872808061572641,0.00060248222677431,0.000893201518442581,0.000687577099638011,0.000714475268948905,0.000773664855510453,0.000816444384704611,0.000652831905675681,0.000593843329283652,0.000445090578351665,0.0005173875759913,0.000502359641199287,0.000475283994563939,0.000285671289270237,0.000370828182941904,0.000476546899725727,0.000255804224500183,0.000232270257001761,0.00034436466065284,0.000444446913593964,0.000293976,0.000447863133026547,0.000381968824603286,0.000437091592543217
"19",0.002521,0.00214,0.00203,0.001787,0.002071,0.001553,0.00174,0.001543,0.001831,0.001746,0.002338,0.001869,0.002002,0.001929,0.0015,0.001609,0.001573,0.001508,0.001711,0.00136,0.002151,0.001866,0.001868,0.001972,0.002631,0.00216,0.002488,0.002121,0.002013,0.00211,0.001923,0.002352,0.002194,0.002203,0.00220722755923591,0.00208391423665634,0.00203537390710078,0.00197113051916545,0.00159506756031349,0.00139981694701462,0.00160044368735887,0.00167937392939912,0.00154394090917066,0.00160081496034345,0.00145557619749871,0.00140143103873674,0.00159683826024472,0.00144687887556842,0.00146019884472503,0.00119897542100387,0.00151429931207546,0.00104247023747472,0.000900639454012349,0.00142309364746808,0.00115898009751419,0.00102776217381776,0.00094379642110389,0.00117324594673868,0.000966227335175204,0.00112710033664707,0.000787467455446568,0.000905645518531279,0.000826893261060298,0.00057142312930353,0.000595228094766073,0.000704844089955727,0.000483735648545896,0.000325446344576488,0.000442750588028125,0.000505369551484523,0.00043651329806583,0.000597663243443714,0.00061708,0.000246066432344314,0.00046302676184439,0.000434942166283827
"20",0.003117,0.002696,0.00213,0.002229,0.002242,0.001667,0.001453,0.001849,0.001968,0.001988,0.002168,0.002256,0.002212,0.001795,0.00209,0.001491,0.001933,0.00156,0.001467,0.001593,0.001814,0.002088,0.002039,0.002158,0.00251,0.002759,0.002126,0.002172,0.002471,0.001926,0.002389,0.002283,0.002071,0.002119,0.00174677704705101,0.00203804347826087,0.0021755427832248,0.00193251077746395,0.00163510014988418,0.00157553786262228,0.00155216265435182,0.00169449921213705,0.00191837721968755,0.00147404382245576,0.00159708576709465,0.00164096760503607,0.00181805741542612,0.00165360056581031,0.00146911242848423,0.00156909948735585,0.00141629171251457,0.00129544865705156,0.00145391102064554,0.00115533245687423,0.000981257972721028,0.00102881421742109,0.000816261522228195,0.00108828730784927,0.000895805391255446,0.000976620891714667,0.00121695393485862,0.000721347750540402,0.000836887265933093,0.000855407601722221,0.000713899913110866,0.000622434520595745,0.000459586324434434,0.000864794746371916,0.000430143267035873,0.000590178290957898,0.000591707223265928,0.000409095209239415,0.000356438,0.000432143947148795,0.000544726098099723,0.000465321640364537
"21",0.003236,0.002646,0.002267,0.002608,0.002268,0.001956,0.001682,0.001952,0.002253,0.002701,0.002344,0.002476,0.00228,0.002069,0.001544,0.001778,0.001889,0.00172,0.001458,0.001895,0.002021,0.001777,0.00183,0.002088,0.00214,0.002134,0.001899,0.001808,0.002005,0.002011,0.001833,0.002186,0.002142,0.001928,0.00187939767596434,0.00197912248982538,0.00173003985006321,0.00210270926000809,0.00175313484281215,0.00163102573396158,0.00139066117533792,0.00135085349379835,0.00135356333417275,0.00155013192612137,0.00155370969531924,0.00121518452312813,0.00167292464403881,0.00153760814348414,0.00143397729535949,0.00130409132779267,0.00133287470977728,0.00106592414535725,0.00113960113960114,0.000929723252378542,0.000929120004744443,0.000871506107805305,0.000877007067215283,0.000900900900900901,0.00134095800760848,0.000922814879899079,0.000868126203846884,0.000755843249738362,0.000902912854501357,0.000979732974738258,0.000843255246335939,0.000461796712469204,0.000572553890480599,0.000411535142996771,0.00060536266189313,0.000801692877052007,0.000447128248957283,0.000388417393330873,0.00050366,0.000596445493365829,0.00073684986157749,0.000437988174319293
"22",0.003088,0.002748,0.002187,0.00239,0.00265,0.002012,0.001865,0.002296,0.00237,0.003116,0.002926,0.002479,0.002253,0.002124,0.002271,0.001844,0.001789,0.002068,0.001559,0.001782,0.001867,0.001908,0.001867,0.002318,0.002272,0.002189,0.001969,0.002012,0.00223,0.001657,0.002057,0.002308,0.002125,0.001781,0.00175990740667338,0.0018731867780426,0.00186212803992403,0.00178871042847745,0.00160189287892482,0.00136462072443561,0.00129750607263017,0.00137243240770392,0.0014458234725636,0.00124267983907296,0.00139569606283878,0.00170960226606104,0.00138927479855515,0.00166260252715584,0.00130136254600899,0.00143460588188412,0.00159554077435531,0.00103083927497638,0.00112639445467345,0.00113324139110726,0.00104706667351024,0.00097425767654158,0.0012983758368438,0.0010163576044643,0.000865076847659967,0.000728938124183242,0.00102969354474431,0.0010128702698228,0.000823206773268753,0.00100653296870252,0.00083356816906278,0.00075585964055187,0.000380056103520043,0.000487529624195915,0.000596893440955029,0.000561828298022727,0.000458460078442519,0.000790922781565061,0.000673138,0.000597273446715743,0.000585149313962873,0.000485379215151921
"23",0.003753,0.002944,0.002716,0.00219,0.002593,0.001911,0.001635,0.002159,0.00234,0.002665,0.002557,0.002297,0.002836,0.002236,0.001773,0.001631,0.001718,0.001488,0.001572,0.001748,0.001969,0.001802,0.002139,0.001926,0.001831,0.002404,0.001843,0.002076,0.001878,0.001662,0.001783,0.001983,0.001766,0.001873,0.00185676610498123,0.00147297564838646,0.00187653040208097,0.00180232514839392,0.00153589414144994,0.00155523277139545,0.00142386758031503,0.00141542816702052,0.00132850241545894,0.00134780980906028,0.00126494502061251,0.0011150403007423,0.0012913693481896,0.00139871007848318,0.00162182086251382,0.00108782221876882,0.00111638291934133,0.00101313980295465,0.00113149945026206,0.00116014265457827,0.000994530084535057,0.000936272414565142,0.000957219468886778,0.00103199900552823,0.000883180577543724,0.000984752900405027,0.000854317507101514,0.000709537769702258,0.000519434297573328,0.00104120818011008,0.000788070119477059,0.000596098812692248,0.000668185132429327,0.00047816808493682,0.000560198345226607,0.00048820675556098,0.00042991587531544,0.000599399238490513,0.000492722,0.000381142044493569,0.000528719763838505,0.000544224298157169
"24",0.003816,0.003199,0.002468,0.00239,0.002004,0.002108,0.001903,0.002229,0.002286,0.002734,0.003031,0.002326,0.002236,0.002425,0.001567,0.001692,0.00182,0.001803,0.001543,0.001796,0.00165,0.002057,0.00158,0.001487,0.00178,0.001943,0.001806,0.001928,0.001879,0.001654,0.001757,0.001523,0.001793,0.001818,0.00164647771374809,0.00182213649608077,0.00177907678622486,0.0016329769780769,0.00168143502295233,0.00140067379781642,0.00149696204760926,0.00130362645176582,0.00120653315359465,0.00127477283844478,0.00123243052906482,0.00134198165958399,0.00126779411649619,0.00124919870477818,0.00136233908447365,0.00112379215372003,0.00126141336515976,0.00117255428031997,0.000925193005540878,0.00112310740509213,0.000934638995687915,0.000892423994790734,0.000996147399930768,0.000900493160707544,0.000698178076749062,0.000759334841199471,0.000955588553548091,0.000768382017049647,0.000947099743809519,0.000914618896883865,0.000486031274243146,0.000700255915895579,0.000655615299511475,0.000616912660590077,0.000667366831440678,0.000404219036190236,0.000481625140832351,0.000585067482215278,0.000269164,0.000414280053316042,0.000634991782459286,0.000640631587376731
